fecha_datos,isla,fecha,pcr_total,pcr_positivos,pcr_porcentaje_positivos,pcr_porcentaje_positivos_7dias
29/03/2022,EL HIERRO,01/01/2021,1,0,0,"4,529616724738676"
29/03/2022,EL HIERRO,02/01/2021,39,0,0,"4,529616724738676"
29/03/2022,EL HIERRO,03/01/2021,8,1,"12,5","3,833865814696486"
29/03/2022,EL HIERRO,04/01/2021,39,16,"41,02564102564103","4,088050314465409"
29/03/2022,EL HIERRO,05/01/2021,20,5,25,8
29/03/2022,EL HIERRO,06/01/2021,5,0,0,"14,285714285714286"
29/03/2022,EL HIERRO,07/01/2021,75,2,"2,666666666666667","15,428571428571429"
29/03/2022,EL HIERRO,08/01/2021,56,2,"3,571428571428572","12,834224598930481"
29/03/2022,EL HIERRO,09/01/2021,27,0,0,"10,743801652892563"
29/03/2022,EL HIERRO,10/01/2021,59,7,"11,864406779661017","11,304347826086957"
29/03/2022,EL HIERRO,11/01/2021,37,0,0,"11,387900355871887"
29/03/2022,EL HIERRO,12/01/2021,61,2,"3,278688524590164","5,734767025089606"
29/03/2022,EL HIERRO,13/01/2021,57,0,0,"4,0625"
29/03/2022,EL HIERRO,14/01/2021,63,0,0,"3,494623655913979"
29/03/2022,EL HIERRO,15/01/2021,26,3,"11,538461538461538","3,055555555555555"
29/03/2022,EL HIERRO,16/01/2021,49,7,"14,285714285714286","3,636363636363636"
29/03/2022,EL HIERRO,17/01/2021,2,0,0,"5,397727272727273"
29/03/2022,EL HIERRO,18/01/2021,58,2,"3,448275862068965","4,067796610169491"
29/03/2022,EL HIERRO,19/01/2021,32,9,"28,125","4,430379746835443"
29/03/2022,EL HIERRO,20/01/2021,59,8,"13,559322033898304","7,317073170731708"
29/03/2022,EL HIERRO,21/01/2021,64,9,"14,0625","10,034602076124568"
29/03/2022,EL HIERRO,22/01/2021,107,5,"4,672897196261682","13,10344827586207"
29/03/2022,EL HIERRO,23/01/2021,33,2,"6,060606060606061","10,78167115902965"
29/03/2022,EL HIERRO,24/01/2021,4,0,0,"9,859154929577464"
29/03/2022,EL HIERRO,25/01/2021,13,5,"38,46153846153846","9,803921568627452"
29/03/2022,EL HIERRO,26/01/2021,116,3,"2,586206896551724","12,179487179487179"
29/03/2022,EL HIERRO,27/01/2021,51,6,"11,764705882352942","8,080808080808081"
29/03/2022,EL HIERRO,28/01/2021,59,6,"10,169491525423728","7,731958762886598"
29/03/2022,EL HIERRO,29/01/2021,108,5,"4,62962962962963","7,049608355091384"
29/03/2022,EL HIERRO,30/01/2021,4,0,0,"7,03125"
29/03/2022,EL HIERRO,31/01/2021,7,0,0,"7,042253521126761"
29/03/2022,EL HIERRO,01/02/2021,20,8,40,"6,983240223463687"
29/03/2022,EL HIERRO,02/02/2021,84,8,"9,523809523809524","7,671232876712328"
29/03/2022,EL HIERRO,03/02/2021,178,50,"28,089887640449437","9,90990990990991"
29/03/2022,EL HIERRO,04/02/2021,85,3,"3,529411764705882","16,73913043478261"
29/03/2022,EL HIERRO,05/02/2021,41,8,"19,51219512195122","15,22633744855967"
29/03/2022,EL HIERRO,06/02/2021,35,2,"5,714285714285714","18,37708830548926"
29/03/2022,EL HIERRO,07/02/2021,4,0,0,"17,555555555555557"
29/03/2022,EL HIERRO,08/02/2021,28,1,"3,571428571428572","17,67337807606264"
29/03/2022,EL HIERRO,09/02/2021,62,2,"3,225806451612903","15,824175824175825"
29/03/2022,EL HIERRO,10/02/2021,92,39,"42,391304347826086","15,242494226327944"
29/03/2022,EL HIERRO,11/02/2021,30,0,0,"15,85014409221902"
29/03/2022,EL HIERRO,12/02/2021,42,5,"11,904761904761905","17,80821917808219"
29/03/2022,EL HIERRO,13/02/2021,10,1,10,"16,72354948805461"
29/03/2022,EL HIERRO,14/02/2021,6,0,0,"17,91044776119403"
29/03/2022,EL HIERRO,15/02/2021,79,1,"1,265822784810127","17,77777777777778"
29/03/2022,EL HIERRO,16/02/2021,9,1,"11,11111111111111","14,953271028037383"
29/03/2022,EL HIERRO,17/02/2021,66,0,0,"17,53731343283582"
29/03/2022,EL HIERRO,18/02/2021,45,0,0,"3,305785123966942"
29/03/2022,EL HIERRO,19/02/2021,72,13,"18,055555555555557","3,11284046692607"
29/03/2022,EL HIERRO,20/02/2021,7,0,0,"5,574912891986063"
29/03/2022,EL HIERRO,21/02/2021,14,1,"7,142857142857143","5,28169014084507"
29/03/2022,EL HIERRO,22/02/2021,21,2,"9,523809523809524","5,47945205479452"
29/03/2022,EL HIERRO,23/02/2021,46,10,"21,73913043478261","7,264957264957265"
29/03/2022,EL HIERRO,24/02/2021,13,0,0,"9,59409594095941"
29/03/2022,EL HIERRO,25/02/2021,56,0,0,"11,926605504587156"
29/03/2022,EL HIERRO,26/02/2021,26,2,"7,692307692307693","11,353711790393014"
29/03/2022,EL HIERRO,27/02/2021,5,0,0,"8,19672131147541"
29/03/2022,EL HIERRO,28/02/2021,3,0,0,"8,287292817679559"
29/03/2022,EL HIERRO,01/03/2021,12,0,0,"8,235294117647058"
29/03/2022,EL HIERRO,02/03/2021,35,1,"2,857142857142857","7,453416149068323"
29/03/2022,EL HIERRO,03/03/2021,43,3,"6,976744186046512",2
29/03/2022,EL HIERRO,04/03/2021,28,2,"7,142857142857143","3,333333333333334"
29/03/2022,EL HIERRO,05/03/2021,27,1,"3,703703703703704","5,263157894736843"
29/03/2022,EL HIERRO,06/03/2021,2,0,0,"4,57516339869281"
29/03/2022,EL HIERRO,07/03/2021,7,1,"14,285714285714286","4,666666666666667"
29/03/2022,EL HIERRO,08/03/2021,29,0,0,"5,194805194805195"
29/03/2022,EL HIERRO,09/03/2021,18,4,"22,22222222222222","4,678362573099415"
29/03/2022,EL HIERRO,10/03/2021,19,2,"10,526315789473685","7,142857142857143"
29/03/2022,EL HIERRO,11/03/2021,30,0,0,"7,692307692307693"
29/03/2022,EL HIERRO,12/03/2021,29,1,"3,448275862068965","6,060606060606061"
29/03/2022,EL HIERRO,13/03/2021,8,0,0,"5,970149253731344"
29/03/2022,EL HIERRO,14/03/2021,6,0,0,"5,714285714285714"
29/03/2022,EL HIERRO,15/03/2021,20,0,0,"5,035971223021583"
29/03/2022,EL HIERRO,16/03/2021,30,4,"13,333333333333334","5,384615384615385"
29/03/2022,EL HIERRO,17/03/2021,20,0,0,"4,929577464788732"
29/03/2022,EL HIERRO,18/03/2021,24,0,0,"3,496503496503497"
29/03/2022,EL HIERRO,19/03/2021,50,0,0,"3,64963503649635"
29/03/2022,EL HIERRO,20/03/2021,17,0,0,"2,531645569620253"
29/03/2022,EL HIERRO,21/03/2021,4,0,0,"2,395209580838323"
29/03/2022,EL HIERRO,22/03/2021,39,0,0,"2,424242424242424"
29/03/2022,EL HIERRO,23/03/2021,29,0,0,"2,173913043478261"
29/03/2022,EL HIERRO,24/03/2021,26,0,0,0
29/03/2022,EL HIERRO,25/03/2021,41,0,0,0
29/03/2022,EL HIERRO,26/03/2021,36,0,0,0
29/03/2022,EL HIERRO,27/03/2021,13,0,0,0
29/03/2022,EL HIERRO,28/03/2021,1,0,0,0
29/03/2022,EL HIERRO,29/03/2021,37,0,0,0
29/03/2022,EL HIERRO,30/03/2021,23,1,"4,347826086956522",0
29/03/2022,EL HIERRO,31/03/2021,31,0,0,"0,564971751412429"
29/03/2022,EL HIERRO,01/04/2021,4,0,0,"0,54945054945055"
29/03/2022,EL HIERRO,02/04/2021,1,0,0,"0,689655172413793"
29/03/2022,EL HIERRO,03/04/2021,24,0,0,"0,909090909090909"
29/03/2022,EL HIERRO,04/04/2021,4,0,0,"0,826446280991736"
29/03/2022,EL HIERRO,05/04/2021,42,0,0,"0,806451612903226"
29/03/2022,EL HIERRO,06/04/2021,40,1,"2,5","0,775193798449612"
29/03/2022,EL HIERRO,07/04/2021,37,0,0,"0,684931506849315"
29/03/2022,EL HIERRO,08/04/2021,22,0,0,"0,657894736842105"
29/03/2022,EL HIERRO,09/04/2021,17,2,"11,764705882352942","0,588235294117647"
29/03/2022,EL HIERRO,10/04/2021,31,0,0,"1,612903225806452"
29/03/2022,EL HIERRO,11/04/2021,5,0,0,"1,55440414507772"
29/03/2022,EL HIERRO,12/04/2021,20,1,5,"1,54639175257732"
29/03/2022,EL HIERRO,13/04/2021,31,3,"9,67741935483871","2,325581395348837"
29/03/2022,EL HIERRO,14/04/2021,46,12,"26,08695652173913","3,680981595092025"
29/03/2022,EL HIERRO,15/04/2021,91,13,"14,285714285714286","10,465116279069768"
29/03/2022,EL HIERRO,16/04/2021,10,2,20,"12,863070539419088"
29/03/2022,EL HIERRO,17/04/2021,86,5,"5,813953488372093","13,247863247863247"
29/03/2022,EL HIERRO,18/04/2021,6,0,0,"12,456747404844291"
29/03/2022,EL HIERRO,19/04/2021,43,0,0,"12,413793103448276"
29/03/2022,EL HIERRO,20/04/2021,18,4,"22,22222222222222","11,182108626198083"
29/03/2022,EL HIERRO,21/04/2021,78,9,"11,538461538461538",12
29/03/2022,EL HIERRO,22/04/2021,73,3,"4,109589041095891","9,939759036144578"
29/03/2022,EL HIERRO,23/04/2021,93,6,"6,451612903225806","7,32484076433121"
29/03/2022,EL HIERRO,24/04/2021,53,1,"1,886792452830189","6,801007556675063"
29/03/2022,EL HIERRO,25/04/2021,3,0,0,"6,318681318681318"
29/03/2022,EL HIERRO,26/04/2021,85,5,"5,882352941176471","6,371191135734072"
29/03/2022,EL HIERRO,27/04/2021,103,2,"1,941747572815534","6,947890818858561"
29/03/2022,EL HIERRO,28/04/2021,55,2,"3,636363636363636","5,327868852459017"
29/03/2022,EL HIERRO,29/04/2021,56,4,"7,142857142857143","4,086021505376344"
29/03/2022,EL HIERRO,30/04/2021,68,3,"4,411764705882353","4,464285714285714"
29/03/2022,EL HIERRO,01/05/2021,38,6,"15,789473684210526","4,018912529550828"
29/03/2022,EL HIERRO,02/05/2021,5,0,0,"5,392156862745098"
29/03/2022,EL HIERRO,03/05/2021,50,0,0,"5,365853658536586"
29/03/2022,EL HIERRO,04/05/2021,33,0,0,"4,533333333333333"
29/03/2022,EL HIERRO,05/05/2021,26,1,"3,846153846153846","4,918032786885246"
29/03/2022,EL HIERRO,06/05/2021,34,0,0,"5,072463768115942"
29/03/2022,EL HIERRO,07/05/2021,32,0,0,"3,937007874015748"
29/03/2022,EL HIERRO,08/05/2021,47,0,0,"3,211009174311927"
29/03/2022,EL HIERRO,09/05/2021,2,0,0,"0,440528634361233"
29/03/2022,EL HIERRO,10/05/2021,43,0,0,"0,446428571428571"
29/03/2022,EL HIERRO,11/05/2021,31,3,"9,67741935483871","0,460829493087558"
29/03/2022,EL HIERRO,12/05/2021,85,2,"2,352941176470588","1,86046511627907"
29/03/2022,EL HIERRO,13/05/2021,59,2,"3,389830508474576","1,824817518248175"
29/03/2022,EL HIERRO,14/05/2021,60,0,0,"2,34113712374582"
29/03/2022,EL HIERRO,15/05/2021,19,0,0,"2,140672782874618"
29/03/2022,EL HIERRO,16/05/2021,8,0,0,"2,34113712374582"
29/03/2022,EL HIERRO,17/05/2021,35,0,0,"2,295081967213115"
29/03/2022,EL HIERRO,18/05/2021,20,1,5,"2,356902356902357"
29/03/2022,EL HIERRO,19/05/2021,5,0,0,"1,748251748251748"
29/03/2022,EL HIERRO,20/05/2021,128,0,0,"1,456310679611651"
29/03/2022,EL HIERRO,21/05/2021,38,0,0,"0,363636363636364"
29/03/2022,EL HIERRO,22/05/2021,17,0,0,"0,395256916996047"
29/03/2022,EL HIERRO,23/05/2021,2,0,0,"0,398406374501992"
29/03/2022,EL HIERRO,24/05/2021,19,0,0,"0,408163265306122"
29/03/2022,EL HIERRO,25/05/2021,27,0,0,"0,436681222707424"
29/03/2022,EL HIERRO,26/05/2021,25,0,0,0
29/03/2022,EL HIERRO,27/05/2021,29,0,0,0
29/03/2022,EL HIERRO,28/05/2021,10,0,0,0
29/03/2022,EL HIERRO,29/05/2021,5,0,0,0
29/03/2022,EL HIERRO,30/05/2021,3,0,0,0
29/03/2022,EL HIERRO,31/05/2021,24,1,"4,166666666666667",0
29/03/2022,EL HIERRO,01/06/2021,23,0,0,"0,813008130081301"
29/03/2022,EL HIERRO,02/06/2021,10,0,0,"0,840336134453782"
29/03/2022,EL HIERRO,03/06/2021,17,0,0,"0,961538461538462"
29/03/2022,EL HIERRO,04/06/2021,9,0,0,"1,08695652173913"
29/03/2022,EL HIERRO,05/06/2021,3,0,0,"1,098901098901099"
29/03/2022,EL HIERRO,06/06/2021,3,0,0,"1,123595505617978"
29/03/2022,EL HIERRO,07/06/2021,20,0,0,"1,123595505617978"
29/03/2022,EL HIERRO,08/06/2021,18,0,0,0
29/03/2022,EL HIERRO,09/06/2021,18,0,0,0
29/03/2022,EL HIERRO,10/06/2021,17,0,0,0
29/03/2022,EL HIERRO,11/06/2021,3,0,0,0
29/03/2022,EL HIERRO,12/06/2021,4,0,0,0
29/03/2022,EL HIERRO,13/06/2021,0,0,0,0
29/03/2022,EL HIERRO,14/06/2021,28,2,"7,142857142857143",0
29/03/2022,EL HIERRO,15/06/2021,7,0,0,"2,272727272727273"
29/03/2022,EL HIERRO,16/06/2021,23,0,0,"2,597402597402597"
29/03/2022,EL HIERRO,17/06/2021,14,0,0,"2,439024390243902"
29/03/2022,EL HIERRO,18/06/2021,29,0,0,"2,531645569620253"
29/03/2022,EL HIERRO,19/06/2021,12,0,0,"1,904761904761905"
29/03/2022,EL HIERRO,20/06/2021,3,0,0,"1,769911504424779"
29/03/2022,EL HIERRO,21/06/2021,21,4,"19,047619047619047","1,724137931034483"
29/03/2022,EL HIERRO,22/06/2021,13,0,0,"3,669724770642202"
29/03/2022,EL HIERRO,23/06/2021,15,0,0,"3,478260869565217"
29/03/2022,EL HIERRO,24/06/2021,19,0,0,"3,738317757009346"
29/03/2022,EL HIERRO,25/06/2021,12,0,0,"3,571428571428572"
29/03/2022,EL HIERRO,26/06/2021,4,0,0,"4,210526315789474"
29/03/2022,EL HIERRO,27/06/2021,8,0,0,"4,597701149425287"
29/03/2022,EL HIERRO,28/06/2021,14,2,"14,285714285714286","4,347826086956522"
29/03/2022,EL HIERRO,29/06/2021,23,0,0,"2,352941176470588"
29/03/2022,EL HIERRO,30/06/2021,25,9,36,"2,105263157894737"
29/03/2022,EL HIERRO,01/07/2021,46,4,"8,695652173913043","10,476190476190476"
29/03/2022,EL HIERRO,02/07/2021,55,2,"3,636363636363636","11,363636363636363"
29/03/2022,EL HIERRO,03/07/2021,16,0,0,"9,714285714285714"
29/03/2022,EL HIERRO,04/07/2021,6,4,"66,66666666666667","9,090909090909092"
29/03/2022,EL HIERRO,05/07/2021,48,3,"6,25","11,35135135135135"
29/03/2022,EL HIERRO,06/07/2021,53,0,0,"10,045662100456621"
29/03/2022,EL HIERRO,07/07/2021,21,0,0,"8,835341365461847"
29/03/2022,EL HIERRO,08/07/2021,35,3,"8,571428571428571","5,306122448979592"
29/03/2022,EL HIERRO,09/07/2021,67,7,"10,447761194029852","5,128205128205129"
29/03/2022,EL HIERRO,10/07/2021,36,5,"13,88888888888889","6,910569105691057"
29/03/2022,EL HIERRO,11/07/2021,4,0,0,"8,270676691729323"
29/03/2022,EL HIERRO,12/07/2021,43,0,0,"6,818181818181818"
29/03/2022,EL HIERRO,13/07/2021,22,0,0,"5,791505791505792"
29/03/2022,EL HIERRO,14/07/2021,31,0,0,"6,578947368421052"
29/03/2022,EL HIERRO,15/07/2021,38,6,"15,789473684210526","6,302521008403361"
29/03/2022,EL HIERRO,16/07/2021,56,1,"1,785714285714286","7,468879668049793"
29/03/2022,EL HIERRO,17/07/2021,34,3,"8,823529411764707","5,217391304347826"
29/03/2022,EL HIERRO,18/07/2021,3,1,"33,333333333333336","4,385964912280702"
29/03/2022,EL HIERRO,19/07/2021,59,1,"1,694915254237288","4,845814977973569"
29/03/2022,EL HIERRO,20/07/2021,61,0,0,"4,938271604938271"
29/03/2022,EL HIERRO,21/07/2021,34,2,"5,882352941176471","4,25531914893617"
29/03/2022,EL HIERRO,22/07/2021,68,5,"7,352941176470588","4,912280701754386"
29/03/2022,EL HIERRO,23/07/2021,99,1,"1,01010101010101","4,126984126984127"
29/03/2022,EL HIERRO,24/07/2021,77,0,0,"3,631284916201117"
29/03/2022,EL HIERRO,25/07/2021,5,0,0,"2,493765586034913"
29/03/2022,EL HIERRO,26/07/2021,69,2,"2,898550724637681","2,233250620347395"
29/03/2022,EL HIERRO,27/07/2021,39,1,"2,564102564102564","2,421307506053269"
29/03/2022,EL HIERRO,28/07/2021,85,3,"3,529411764705882","2,813299232736573"
29/03/2022,EL HIERRO,29/07/2021,42,0,0,"2,714932126696833"
29/03/2022,EL HIERRO,30/07/2021,37,1,"2,702702702702703","1,682692307692308"
29/03/2022,EL HIERRO,31/07/2021,34,1,"2,941176470588236","1,977401129943503"
29/03/2022,EL HIERRO,01/08/2021,4,0,0,"2,572347266881029"
29/03/2022,EL HIERRO,02/08/2021,63,2,"3,174603174603174","2,580645161290323"
29/03/2022,EL HIERRO,03/08/2021,67,4,"5,970149253731344","2,631578947368421"
29/03/2022,EL HIERRO,04/08/2021,51,2,"3,92156862745098","3,313253012048193"
29/03/2022,EL HIERRO,05/08/2021,62,2,"3,225806451612903","3,355704697986577"
29/03/2022,EL HIERRO,06/08/2021,37,1,"2,702702702702703","3,773584905660377"
29/03/2022,EL HIERRO,07/08/2021,17,1,"5,882352941176471","3,773584905660377"
29/03/2022,EL HIERRO,08/08/2021,4,0,0,"3,986710963455149"
29/03/2022,EL HIERRO,09/08/2021,66,0,0,"3,986710963455149"
29/03/2022,EL HIERRO,10/08/2021,36,2,"5,555555555555555","3,289473684210526"
29/03/2022,EL HIERRO,11/08/2021,24,0,0,"2,93040293040293"
29/03/2022,EL HIERRO,12/08/2021,32,0,0,"2,439024390243902"
29/03/2022,EL HIERRO,13/08/2021,23,0,0,"1,851851851851852"
29/03/2022,EL HIERRO,14/08/2021,25,0,0,"1,485148514851485"
29/03/2022,EL HIERRO,15/08/2021,6,1,"16,666666666666668","0,952380952380952"
29/03/2022,EL HIERRO,16/08/2021,6,1,"16,666666666666668","1,415094339622641"
29/03/2022,EL HIERRO,17/08/2021,66,2,"3,03030303030303","2,631578947368421"
29/03/2022,EL HIERRO,18/08/2021,32,2,"6,25","2,197802197802198"
29/03/2022,EL HIERRO,19/08/2021,32,1,"3,125","3,157894736842105"
29/03/2022,EL HIERRO,20/08/2021,36,2,"5,555555555555555","3,684210526315789"
29/03/2022,EL HIERRO,21/08/2021,25,0,0,"4,433497536945813"
29/03/2022,EL HIERRO,22/08/2021,10,0,0,"4,433497536945813"
29/03/2022,EL HIERRO,23/08/2021,46,3,"6,521739130434782","3,864734299516908"
29/03/2022,EL HIERRO,24/08/2021,44,3,"6,818181818181818","4,048582995951417"
29/03/2022,EL HIERRO,25/08/2021,48,1,"2,083333333333334","4,888888888888889"
29/03/2022,EL HIERRO,26/08/2021,56,0,0,"4,149377593360996"
29/03/2022,EL HIERRO,27/08/2021,34,0,0,"3,39622641509434"
29/03/2022,EL HIERRO,28/08/2021,27,2,"7,407407407407407","2,661596958174905"
29/03/2022,EL HIERRO,29/08/2021,11,1,"9,090909090909092","3,39622641509434"
29/03/2022,EL HIERRO,30/08/2021,42,3,"7,142857142857143","3,759398496240602"
29/03/2022,EL HIERRO,31/08/2021,30,0,0,"3,816793893129771"
29/03/2022,EL HIERRO,01/09/2021,45,0,0,"2,822580645161291"
29/03/2022,EL HIERRO,02/09/2021,48,2,"4,166666666666667","2,448979591836735"
29/03/2022,EL HIERRO,03/09/2021,66,0,0,"3,375527426160338"
29/03/2022,EL HIERRO,04/09/2021,113,1,"0,884955752212389","2,973977695167286"
29/03/2022,EL HIERRO,05/09/2021,8,0,0,"1,971830985915493"
29/03/2022,EL HIERRO,06/09/2021,53,6,"11,320754716981131","1,704545454545455"
29/03/2022,EL HIERRO,07/09/2021,35,0,0,"2,479338842975207"
29/03/2022,EL HIERRO,08/09/2021,29,3,"10,344827586206897","2,445652173913044"
29/03/2022,EL HIERRO,09/09/2021,27,0,0,"3,409090909090909"
29/03/2022,EL HIERRO,10/09/2021,23,0,0,"3,021148036253777"
29/03/2022,EL HIERRO,11/09/2021,14,0,0,"3,472222222222222"
29/03/2022,EL HIERRO,12/09/2021,2,0,0,"4,761904761904762"
29/03/2022,EL HIERRO,13/09/2021,34,1,"2,941176470588236","4,918032786885246"
29/03/2022,EL HIERRO,14/09/2021,21,0,0,"2,439024390243902"
29/03/2022,EL HIERRO,15/09/2021,31,0,0,"2,666666666666667"
29/03/2022,EL HIERRO,16/09/2021,31,7,"22,580645161290324","0,657894736842105"
29/03/2022,EL HIERRO,17/09/2021,72,4,"5,555555555555555","5,128205128205129"
29/03/2022,EL HIERRO,18/09/2021,12,0,0,"5,853658536585366"
29/03/2022,EL HIERRO,19/09/2021,2,0,0,"5,911330049261084"
29/03/2022,EL HIERRO,20/09/2021,38,2,"5,263157894736843","5,911330049261084"
29/03/2022,EL HIERRO,21/09/2021,65,4,"6,153846153846154","6,280193236714976"
29/03/2022,EL HIERRO,22/09/2021,41,0,0,"6,772908366533865"
29/03/2022,EL HIERRO,23/09/2021,53,0,0,"6,513409961685824"
29/03/2022,EL HIERRO,24/09/2021,5,0,0,"3,533568904593639"
29/03/2022,EL HIERRO,25/09/2021,32,0,0,"2,777777777777778"
29/03/2022,EL HIERRO,26/09/2021,5,0,0,"2,542372881355932"
29/03/2022,EL HIERRO,27/09/2021,85,8,"9,411764705882353","2,510460251046025"
29/03/2022,EL HIERRO,28/09/2021,46,2,"4,347826086956522","4,195804195804196"
29/03/2022,EL HIERRO,29/09/2021,50,1,2,"3,745318352059925"
29/03/2022,EL HIERRO,30/09/2021,37,1,"2,702702702702703","3,985507246376812"
29/03/2022,EL HIERRO,01/10/2021,77,1,"1,298701298701299","4,615384615384615"
29/03/2022,EL HIERRO,02/10/2021,104,6,"5,769230769230769","3,91566265060241"
29/03/2022,EL HIERRO,03/10/2021,1,0,0,"4,702970297029703"
29/03/2022,EL HIERRO,04/10/2021,35,0,0,"4,75"
29/03/2022,EL HIERRO,05/10/2021,34,1,"2,941176470588236","3,142857142857143"
29/03/2022,EL HIERRO,06/10/2021,53,1,"1,886792452830189","2,958579881656805"
29/03/2022,EL HIERRO,07/10/2021,113,4,"3,539823008849558","2,932551319648094"
29/03/2022,EL HIERRO,08/10/2021,20,4,20,"3,117505995203837"
29/03/2022,EL HIERRO,09/10/2021,7,0,0,"4,444444444444445"
29/03/2022,EL HIERRO,10/10/2021,7,0,0,"3,802281368821293"
29/03/2022,EL HIERRO,11/10/2021,130,0,0,"3,717472118959108"
29/03/2022,EL HIERRO,12/10/2021,5,0,0,"2,747252747252747"
29/03/2022,EL HIERRO,13/10/2021,44,1,"2,272727272727273","2,686567164179105"
29/03/2022,EL HIERRO,14/10/2021,54,0,0,"2,760736196319019"
29/03/2022,EL HIERRO,15/10/2021,27,0,0,"1,872659176029963"
29/03/2022,EL HIERRO,16/10/2021,100,0,0,"0,364963503649635"
29/03/2022,EL HIERRO,17/10/2021,2,0,0,"0,272479564032698"
29/03/2022,EL HIERRO,18/10/2021,42,0,0,"0,276243093922652"
29/03/2022,EL HIERRO,19/10/2021,58,1,"1,724137931034483","0,364963503649635"
29/03/2022,EL HIERRO,20/10/2021,85,0,0,"0,611620795107034"
29/03/2022,EL HIERRO,21/10/2021,16,0,0,"0,271739130434783"
29/03/2022,EL HIERRO,22/10/2021,13,0,0,"0,303030303030303"
29/03/2022,EL HIERRO,23/10/2021,6,0,0,"0,316455696202532"
29/03/2022,EL HIERRO,24/10/2021,6,0,0,"0,45045045045045"
29/03/2022,EL HIERRO,25/10/2021,76,0,0,"0,442477876106195"
29/03/2022,EL HIERRO,26/10/2021,19,0,0,"0,384615384615385"
29/03/2022,EL HIERRO,27/10/2021,17,0,0,0
29/03/2022,EL HIERRO,28/10/2021,10,1,10,0
29/03/2022,EL HIERRO,29/10/2021,6,0,0,"0,680272108843537"
29/03/2022,EL HIERRO,30/10/2021,16,1,"6,25","0,714285714285714"
29/03/2022,EL HIERRO,31/10/2021,1,0,0,"1,333333333333333"
29/03/2022,EL HIERRO,01/11/2021,3,0,0,"1,379310344827586"
29/03/2022,EL HIERRO,02/11/2021,13,0,0,"2,777777777777778"
29/03/2022,EL HIERRO,03/11/2021,14,0,0,"3,03030303030303"
29/03/2022,EL HIERRO,04/11/2021,29,0,0,"3,174603174603174"
29/03/2022,EL HIERRO,05/11/2021,42,0,0,"1,219512195121951"
29/03/2022,EL HIERRO,06/11/2021,0,0,0,"0,847457627118644"
29/03/2022,EL HIERRO,07/11/2021,0,0,0,0
29/03/2022,EL HIERRO,08/11/2021,22,0,0,0
29/03/2022,EL HIERRO,09/11/2021,12,0,0,0
29/03/2022,EL HIERRO,10/11/2021,17,0,0,0
29/03/2022,EL HIERRO,11/11/2021,30,1,"3,333333333333334",0
29/03/2022,EL HIERRO,12/11/2021,64,1,"1,5625","0,813008130081301"
29/03/2022,EL HIERRO,13/11/2021,10,0,0,"1,379310344827586"
29/03/2022,EL HIERRO,14/11/2021,3,0,0,"1,290322580645161"
29/03/2022,EL HIERRO,15/11/2021,23,1,"4,347826086956522","1,265822784810127"
29/03/2022,EL HIERRO,16/11/2021,33,0,0,"1,886792452830189"
29/03/2022,EL HIERRO,17/11/2021,67,0,0,"1,666666666666667"
29/03/2022,EL HIERRO,18/11/2021,38,0,0,"1,304347826086957"
29/03/2022,EL HIERRO,19/11/2021,49,0,0,"0,840336134453782"
29/03/2022,EL HIERRO,20/11/2021,6,0,0,"0,448430493273543"
29/03/2022,EL HIERRO,21/11/2021,5,0,0,"0,45662100456621"
29/03/2022,EL HIERRO,22/11/2021,38,0,0,"0,452488687782805"
29/03/2022,EL HIERRO,23/11/2021,24,0,0,0
29/03/2022,EL HIERRO,24/11/2021,23,0,0,0
29/03/2022,EL HIERRO,25/11/2021,10,0,0,0
29/03/2022,EL HIERRO,26/11/2021,14,0,0,0
29/03/2022,EL HIERRO,27/11/2021,7,0,0,0
29/03/2022,EL HIERRO,28/11/2021,5,0,0,0
29/03/2022,EL HIERRO,29/11/2021,24,0,0,0
29/03/2022,EL HIERRO,30/11/2021,17,1,"5,882352941176471",0
29/03/2022,EL HIERRO,01/12/2021,30,0,0,1
29/03/2022,EL HIERRO,02/12/2021,29,0,0,"0,934579439252336"
29/03/2022,EL HIERRO,03/12/2021,27,0,0,"0,793650793650794"
29/03/2022,EL HIERRO,04/12/2021,16,0,0,"0,719424460431655"
29/03/2022,EL HIERRO,05/12/2021,13,0,0,"0,675675675675676"
29/03/2022,EL HIERRO,06/12/2021,4,0,0,"0,641025641025641"
29/03/2022,EL HIERRO,07/12/2021,17,1,"5,882352941176471","0,735294117647059"
29/03/2022,EL HIERRO,08/12/2021,24,4,"16,666666666666668","0,735294117647059"
29/03/2022,EL HIERRO,09/12/2021,11,0,0,"3,846153846153846"
29/03/2022,EL HIERRO,10/12/2021,32,1,"3,125","4,464285714285714"
29/03/2022,EL HIERRO,11/12/2021,38,0,0,"5,128205128205129"
29/03/2022,EL HIERRO,12/12/2021,5,0,0,"4,316546762589928"
29/03/2022,EL HIERRO,13/12/2021,21,3,"14,285714285714286","4,580152671755725"
29/03/2022,EL HIERRO,14/12/2021,51,5,"9,803921568627452","6,081081081081081"
29/03/2022,EL HIERRO,15/12/2021,167,3,"1,796407185628743","7,142857142857143"
29/03/2022,EL HIERRO,16/12/2021,60,6,10,"3,692307692307693"
29/03/2022,EL HIERRO,17/12/2021,126,0,0,"4,81283422459893"
29/03/2022,EL HIERRO,18/12/2021,39,3,"7,692307692307693","3,632478632478633"
29/03/2022,EL HIERRO,19/12/2021,14,0,0,"4,264392324093817"
