fecha_datos,isla,fecha,numero_casos,ia_7dias,ia_14dias
29/03/2022,LANZAROTE,10/01/2021,54,"165,5841655328216","234,8984673837702"
29/03/2022,LA PALMA,10/01/2021,1,"27,558772076972847","61,10858156198327"
29/03/2022,EL HIERRO,10/01/2021,6,"161,47842468825692","233,24661343859336"
29/03/2022,LA GOMERA,10/01/2021,0,"55,35566011624689","101,48537687978596"
29/03/2022,GRAN CANARIA,10/01/2021,104,"77,73041222833805","131,96636903126867"
29/03/2022,FUERTEVENTURA,11/01/2021,8,"106,90542210937761","142,81896234924665"
29/03/2022,GRAN CANARIA,11/01/2021,98,"80,18505682502241","139,91474201100849"
29/03/2022,LA PALMA,11/01/2021,1,"25,162357113757817","55,117544153945694"
29/03/2022,LA GOMERA,11/01/2021,0,"55,35566011624689","96,87240520343205"
29/03/2022,LANZAROTE,11/01/2021,87,"187,40533463404617","264,42122557954457"
29/03/2022,EL HIERRO,11/01/2021,0,"206,33354265721718","287,0727550013456"
29/03/2022,TENERIFE,11/01/2021,54,"68,81297086809879","160,77897575285053"
29/03/2022,GRAN CANARIA,12/01/2021,144,"83,22414061139352","144,94091904231456"
29/03/2022,TENERIFE,12/01/2021,74,"62,136281988877926","147,64097505502883"
29/03/2022,LANZAROTE,12/01/2021,123,"229,7640746540703","313,1979565116936"
29/03/2022,LA GOMERA,12/01/2021,0,"36,903773410831256","96,87240520343205"
29/03/2022,EL HIERRO,12/01/2021,2,"89,71023593792052","287,0727550013456"
29/03/2022,LA PALMA,12/01/2021,0,"25,162357113757817","51,52292170912315"
29/03/2022,FUERTEVENTURA,12/01/2021,20,"109,41101794006615","149,50055123108274"
29/03/2022,TENERIFE,13/01/2021,90,"59,44406873112759","138,59513850898767"
29/03/2022,EL HIERRO,13/01/2021,0,"98,68125953171257","260,1596842199695"
29/03/2022,LA GOMERA,13/01/2021,0,"36,903773410831256","78,42051849801642"
29/03/2022,LANZAROTE,13/01/2021,105,"295,22758195774395","380,5868610890047"
29/03/2022,LA PALMA,13/01/2021,1,"20,36952718732776","46,730091782693094"
29/03/2022,FUERTEVENTURA,13/01/2021,17,"104,39982627868908","157,01733872314836"
29/03/2022,GRAN CANARIA,13/01/2021,136,"88,4840933185743","152,1879649944303"
29/03/2022,LANZAROTE,14/01/2021,110,"331,8101301568557","441,557774754191"
29/03/2022,TENERIFE,14/01/2021,77,"57,72105224616737","133,10302346317698"
29/03/2022,LA GOMERA,14/01/2021,0,"36,903773410831256","64,5816034689547"
29/03/2022,LA PALMA,14/01/2021,0,"21,567734668935273","41,93726185626303"
29/03/2022,GRAN CANARIA,14/01/2021,165,"95,14670008100327","160,13633797417012"
29/03/2022,EL HIERRO,14/01/2021,0,"98,68125953171257","260,1596842199695"
29/03/2022,FUERTEVENTURA,14/01/2021,22,"105,23502488891859","167,03972204590252"
29/03/2022,LA GOMERA,15/01/2021,0,"36,903773410831256","59,968631792600796"
29/03/2022,LANZAROTE,15/01/2021,71,"363,25828562626754","502,5286884193772"
29/03/2022,GRAN CANARIA,15/01/2021,114,"105,6666054953648","167,9678231159726"
29/03/2022,LA PALMA,15/01/2021,1,"19,171319705720244","34,74801696661794"
29/03/2022,TENERIFE,15/01/2021,67,"56,321101352137184","122,01110484124557"
29/03/2022,EL HIERRO,15/01/2021,2,"89,71023593792052","233,24661343859336"
29/03/2022,FUERTEVENTURA,15/01/2021,15,"111,08141516052517","177,06210536865666"
29/03/2022,EL HIERRO,16/01/2021,4,"89,71023593792052","251,18866062617744"
29/03/2022,LA GOMERA,16/01/2021,0,"23,064858381769536","59,968631792600796"
29/03/2022,GRAN CANARIA,16/01/2021,152,"101,6924190054949","174,04599068871482"
29/03/2022,LANZAROTE,16/01/2021,53,"392,78104382204197","539,111236618489"
29/03/2022,LA PALMA,16/01/2021,0,"9,585659852860122","35,94622444822546"
29/03/2022,TENERIFE,16/01/2021,34,"53,628888094386845","122,01110484124557"
29/03/2022,FUERTEVENTURA,16/01/2021,16,"99,388634617312","188,75488591186985"
29/03/2022,TENERIFE,17/01/2021,32,"49,42903541229631","116,73436685605489"
29/03/2022,LANZAROTE,17/01/2021,51,"387,00485200112956","552,5890175339512"
29/03/2022,LA PALMA,17/01/2021,0,"4,792829926430061","32,35160200340291"
29/03/2022,GRAN CANARIA,17/01/2021,81,"106,71859603680096","184,449008265139"
29/03/2022,FUERTEVENTURA,17/01/2021,9,"87,69585407409882","198,777269234624"
29/03/2022,EL HIERRO,17/01/2021,0,"125,59433031308872","287,0727550013456"
29/03/2022,LA GOMERA,17/01/2021,0,0,"55,35566011624689"
29/03/2022,LA GOMERA,18/01/2021,0,0,"55,35566011624689"
29/03/2022,LANZAROTE,18/01/2021,116,"385,07945472749213","572,4847893615382"
29/03/2022,TENERIFE,18/01/2021,45,"46,090690972685884","114,90366184078466"
29/03/2022,FUERTEVENTURA,18/01/2021,17,"89,36625129455784","196,27167340393547"
29/03/2022,LA PALMA,18/01/2021,0,"3,594622444822546","28,756979558580365"
29/03/2022,GRAN CANARIA,18/01/2021,127,"104,0301757642419","184,21523258926433"
29/03/2022,EL HIERRO,18/01/2021,1,"71,7681887503364","278,1017314075536"
29/03/2022,TENERIFE,19/01/2021,56,"45,12149419989576","107,25777618877369"
29/03/2022,LA GOMERA,19/01/2021,0,0,"36,903773410831256"
29/03/2022,GRAN CANARIA,19/01/2021,139,"107,41992306442506","190,6440636758186"
29/03/2022,FUERTEVENTURA,19/01/2021,17,"96,88303878662346","206,2940567266896"
29/03/2022,LA PALMA,19/01/2021,1,"2,39641496321503","27,558772076972847"
29/03/2022,LANZAROTE,19/01/2021,88,"403,69162837265424","633,4557030267246"
29/03/2022,EL HIERRO,19/01/2021,8,"80,73921234412846","170,449448282049"
29/03/2022,TENERIFE,20/01/2021,58,"43,18310065431551","102,6271693854431"
29/03/2022,GRAN CANARIA,20/01/2021,167,"106,83548387473832","195,31957719331263"
29/03/2022,EL HIERRO,20/01/2021,0,"134,56535390688077","233,24661343859336"
29/03/2022,LANZAROTE,20/01/2021,76,"381,22866018021716","676,4562421379611"
29/03/2022,FUERTEVENTURA,20/01/2021,25,"94,37744295593492","198,777269234624"
29/03/2022,LA GOMERA,20/01/2021,0,0,"36,903773410831256"
29/03/2022,LA PALMA,20/01/2021,1,"3,594622444822546","23,964149632150303"
29/03/2022,LANZAROTE,21/01/2021,109,"362,61648653505506","694,4266166919108"
29/03/2022,LA PALMA,21/01/2021,0,"3,594622444822546","25,162357113757817"
29/03/2022,FUERTEVENTURA,21/01/2021,8,"101,05903183777102","206,2940567266896"
29/03/2022,LA GOMERA,21/01/2021,0,0,"36,903773410831256"
29/03/2022,EL HIERRO,21/01/2021,6,"134,56535390688077","233,24661343859336"
29/03/2022,TENERIFE,21/01/2021,67,"39,73706768439507","97,45811993056243"
29/03/2022,GRAN CANARIA,21/01/2021,139,"110,45900685079619","205,60570693179946"
29/03/2022,TENERIFE,22/01/2021,82,"38,66018238129493","94,98128373343212"
29/03/2022,LANZAROTE,22/01/2021,85,"361,9746874438426","725,2329730701101"
29/03/2022,EL HIERRO,22/01/2021,4,"188,39149546963307","278,1017314075536"
29/03/2022,GRAN CANARIA,22/01/2021,118,"107,41992306442506","213,08652855978988"
29/03/2022,LA PALMA,22/01/2021,0,"3,594622444822546","22,765942150542788"
29/03/2022,LA GOMERA,22/01/2021,0,0,"36,903773410831256"
29/03/2022,FUERTEVENTURA,22/01/2021,15,"89,36625129455784","200,447666455083"
29/03/2022,EL HIERRO,23/01/2021,2,"206,33354265721718","296,0437785951377"
29/03/2022,LA GOMERA,23/01/2021,0,0,"23,064858381769536"
29/03/2022,LANZAROTE,23/01/2021,78,"370,95987472081737","763,7409185428594"
29/03/2022,LA PALMA,23/01/2021,0,"2,39641496321503","11,982074816075151"
29/03/2022,GRAN CANARIA,23/01/2021,139,"107,88747441617447","209,57989342166937"
29/03/2022,TENERIFE,23/01/2021,64,"40,27551033594514","93,90439843033198"
29/03/2022,FUERTEVENTURA,23/01/2021,10,"89,36625129455784","188,75488591186985"
29/03/2022,EL HIERRO,24/01/2021,0,"188,39149546963307","313,9858257827218"
29/03/2022,LA GOMERA,24/01/2021,0,0,0
29/03/2022,TENERIFE,24/01/2021,24,"43,50616624524555","92,93520165754185"
29/03/2022,LA PALMA,24/01/2021,0,"2,39641496321503","7,189244889645091"
29/03/2022,GRAN CANARIA,24/01/2021,126,"106,36793252298891","213,08652855978988"
29/03/2022,FUERTEVENTURA,24/01/2021,1,"84,35505963318077","172,0509137072796"
29/03/2022,LANZAROTE,24/01/2021,73,"387,00485200112956","774,0097040022591"
29/03/2022,FUERTEVENTURA,25/01/2021,9,"77,67347075134467","167,03972204590252"
29/03/2022,GRAN CANARIA,25/01/2021,100,"111,62788523016968","215,65806099441158"
29/03/2022,LA GOMERA,25/01/2021,0,0,0
29/03/2022,EL HIERRO,25/01/2021,1,"188,39149546963307","260,1596842199695"
29/03/2022,LA PALMA,25/01/2021,0,"2,39641496321503","5,991037408037576"
29/03/2022,TENERIFE,25/01/2021,68,"42,64465800276544","88,73534897545132"
29/03/2022,LANZAROTE,25/01/2021,47,"401,1244320078043","786,2038867352964"
29/03/2022,GRAN CANARIA,26/01/2021,154,"108,47191360586122","215,8918366702863"
29/03/2022,EL HIERRO,26/01/2021,1,"188,39149546963307","269,13070781376155"
29/03/2022,LANZAROTE,26/01/2021,90,"356,84029471414266","760,531923086797"
29/03/2022,FUERTEVENTURA,26/01/2021,11,"70,99188186950857","167,87492065613202"
29/03/2022,TENERIFE,26/01/2021,73,"45,12149419989576","90,24298839979151"
29/03/2022,LA GOMERA,26/01/2021,0,0,0
29/03/2022,LA PALMA,26/01/2021,0,"2,39641496321503","4,792829926430061"
29/03/2022,LANZAROTE,27/01/2021,122,"358,12389289656767","739,3525530767848"
29/03/2022,LA GOMERA,27/01/2021,0,0,0
29/03/2022,EL HIERRO,27/01/2021,6,"125,59433031308872","260,1596842199695"
29/03/2022,GRAN CANARIA,27/01/2021,154,"110,22523117492148","217,0607150496598"
29/03/2022,LA PALMA,27/01/2021,1,"1,198207481607515","4,792829926430061"
29/03/2022,FUERTEVENTURA,27/01/2021,12,"65,98069020813149","160,3581331640664"
29/03/2022,TENERIFE,27/01/2021,38,"46,95219921516599","90,1352998694815"
29/03/2022,LANZAROTE,28/01/2021,69,"387,64665109234204","750,2631376273971"
29/03/2022,FUERTEVENTURA,28/01/2021,18,"55,12310827514783","156,18214011291886"
29/03/2022,TENERIFE,28/01/2021,53,"44,798428608965715","84,5354962933608"
29/03/2022,LA PALMA,28/01/2021,2,"1,198207481607515","4,792829926430061"
29/03/2022,LA GOMERA,28/01/2021,0,0,0
29/03/2022,EL HIERRO,28/01/2021,4,"179,42047187584103","313,9858257827218"
29/03/2022,GRAN CANARIA,28/01/2021,196,"108,70568928173593","219,1646961325321"
29/03/2022,EL HIERRO,29/01/2021,5,"161,47842468825692","349,86992015789"
29/03/2022,LANZAROTE,29/01/2021,81,"361,9746874438426","723,9493748876852"
29/03/2022,LA PALMA,29/01/2021,0,"3,594622444822546","7,189244889645091"
29/03/2022,GRAN CANARIA,29/01/2021,164,"115,36829604416491","222,78821910858997"
29/03/2022,LA GOMERA,29/01/2021,0,0,0
29/03/2022,FUERTEVENTURA,29/01/2021,2,"63,47509437744296","152,8413456720008"
29/03/2022,TENERIFE,29/01/2021,68,"43,290789184625524","81,95097156592045"
29/03/2022,LANZAROTE,30/01/2021,67,"359,4074910789926","730,36736579981"
29/03/2022,GRAN CANARIA,30/01/2021,144,"120,74513658928302","228,6326110054575"
29/03/2022,LA GOMERA,30/01/2021,0,0,0
29/03/2022,EL HIERRO,30/01/2021,0,"170,449448282049","376,78299093926614"
29/03/2022,TENERIFE,30/01/2021,29,"41,78314976028533","82,05866009623047"
29/03/2022,LA PALMA,30/01/2021,0,"3,594622444822546","5,991037408037576"
29/03/2022,FUERTEVENTURA,30/01/2021,8,"52,617512444459294","141,98376373901715"
29/03/2022,EL HIERRO,31/01/2021,0,"152,50740109446488","340,898896564098"
29/03/2022,LANZAROTE,31/01/2021,34,"352,34770107565527","739,3525530767848"
29/03/2022,TENERIFE,31/01/2021,20,"38,01405119943485","81,5202174446804"
29/03/2022,GRAN CANARIA,31/01/2021,99,"121,32957577896977","227,6975083019587"
29/03/2022,LA GOMERA,31/01/2021,0,0,0
29/03/2022,FUERTEVENTURA,31/01/2021,3,"50,947115224000264","135,30217485718103"
29/03/2022,LA PALMA,31/01/2021,0,"3,594622444822546","5,991037408037576"
29/03/2022,EL HIERRO,01/02/2021,6,"152,50740109446488","340,898896564098"
29/03/2022,LANZAROTE,01/02/2021,35,"327,3175365183683","728,4419685261726"
29/03/2022,TENERIFE,01/02/2021,47,"37,583297078194796","80,22795508096024"
29/03/2022,LA GOMERA,01/02/2021,0,0,0
29/03/2022,LA PALMA,01/02/2021,2,"3,594622444822546","5,991037408037576"
29/03/2022,FUERTEVENTURA,01/02/2021,6,"52,617512444459294","130,29098319580396"
29/03/2022,GRAN CANARIA,01/02/2021,148,"118,1736041546613","229,801489384831"
29/03/2022,FUERTEVENTURA,02/02/2021,11,"50,11191661377075","121,10379848327932"
29/03/2022,LANZAROTE,02/02/2021,53,"319,61594742381845","676,4562421379611"
29/03/2022,GRAN CANARIA,02/02/2021,113,"123,78422037565413","232,25613398151535"
29/03/2022,EL HIERRO,02/02/2021,7,"197,36251906342514","385,75401453305824"
29/03/2022,LA GOMERA,02/02/2021,0,0,0
29/03/2022,LA PALMA,02/02/2021,0,"5,991037408037576","8,387452371252605"
29/03/2022,TENERIFE,02/02/2021,19,"35,32183794168451","80,44333214158027"
29/03/2022,GRAN CANARIA,03/02/2021,107,"118,99181902022276","229,21705019514425"
29/03/2022,LA PALMA,03/02/2021,10,"5,991037408037576","7,189244889645091"
29/03/2022,EL HIERRO,03/02/2021,50,"251,18866062617744","376,78299093926614"
29/03/2022,FUERTEVENTURA,03/02/2021,4,"50,11191661377075","116,09260682190225"
29/03/2022,LA GOMERA,03/02/2021,0,0,0
29/03/2022,LANZAROTE,03/02/2021,53,"295,8693810489564","653,993273945524"
29/03/2022,TENERIFE,03/02/2021,51,"29,506657304943765","76,45885652010976"
29/03/2022,TENERIFE,04/02/2021,57,"30,906608198973945","75,70503680793966"
29/03/2022,LA GOMERA,04/02/2021,0,0,0
29/03/2022,EL HIERRO,04/02/2021,3,"645,9136987530277","825,3341706288687"
29/03/2022,FUERTEVENTURA,04/02/2021,6,"43,43032773193465","98,55343600708248"
29/03/2022,LANZAROTE,04/02/2021,37,"251,58524375529484","639,2318948476369"
29/03/2022,GRAN CANARIA,04/02/2021,112,"113,4980906371673","222,20377991890322"
29/03/2022,LA PALMA,04/02/2021,3,"16,77490474250521","17,97311222411273"
29/03/2022,EL HIERRO,05/02/2021,6,"636,9426751592357","798,4210998474927"
29/03/2022,LA PALMA,05/02/2021,2,"17,97311222411273","21,567734668935273"
29/03/2022,TENERIFE,05/02/2021,49,"31,337362320213998","74,62815150483952"
29/03/2022,GRAN CANARIA,05/02/2021,107,"103,67951225042985","219,04780829459474"
29/03/2022,LANZAROTE,05/02/2021,56,"231,04767283649525","593,0223602803378"
29/03/2022,LA GOMERA,05/02/2021,0,0,0
29/03/2022,FUERTEVENTURA,05/02/2021,6,"33,4079444091805","96,88303878662346"
29/03/2022,LANZAROTE,06/02/2021,47,"215,00269555618308","574,4101866351757"
29/03/2022,GRAN CANARIA,06/02/2021,113,"97,01690548800087","217,7620420772839"
29/03/2022,FUERTEVENTURA,06/02/2021,3,"36,748738850098555","89,36625129455784"
29/03/2022,LA GOMERA,06/02/2021,0,0,0
29/03/2022,LA PALMA,06/02/2021,3,"20,36952718732776","23,964149632150303"
29/03/2022,EL HIERRO,06/02/2021,2,"645,9136987530277","816,3631470350767"
29/03/2022,TENERIFE,06/02/2021,37,"29,291280244323737","71,07443000460907"
29/03/2022,LANZAROTE,07/02/2021,55,"202,16671373193336","554,5144148075887"
29/03/2022,LA PALMA,07/02/2021,1,"23,964149632150303","27,558772076972847"
29/03/2022,LA GOMERA,07/02/2021,0,0,0
29/03/2022,FUERTEVENTURA,07/02/2021,4,"32,57274579895099","83,51986102295126"
29/03/2022,EL HIERRO,07/02/2021,0,"663,8557459406118","816,3631470350767"
29/03/2022,GRAN CANARIA,07/02/2021,64,"93,39338251194302","214,7229582909128"
29/03/2022,TENERIFE,07/02/2021,41,"30,152788486803846","68,1668396862387"
29/03/2022,LA PALMA,08/02/2021,3,"25,162357113757817","28,756979558580365"
29/03/2022,EL HIERRO,08/02/2021,0,"663,8557459406118","816,3631470350767"
29/03/2022,LANZAROTE,08/02/2021,23,"215,6444946473956","542,9620311657638"
29/03/2022,LA GOMERA,08/02/2021,0,0,0
29/03/2022,TENERIFE,08/02/2021,43,"32,41424762331414","69,99754470150893"
29/03/2022,GRAN CANARIA,08/02/2021,93,"89,30230818413575","207,47591233879706"
29/03/2022,FUERTEVENTURA,08/02/2021,2,"33,4079444091805","86,0254568536398"
29/03/2022,FUERTEVENTURA,09/02/2021,12,"30,067149968262452","80,1790665820332"
29/03/2022,TENERIFE,09/02/2021,57,"31,98349350207408","67,30533144375859"
29/03/2022,GRAN CANARIA,09/02/2021,75,"82,87347709758147","206,6576974732356"
29/03/2022,LANZAROTE,09/02/2021,47,"207,94290555284573","527,5588529766642"
29/03/2022,LA PALMA,09/02/2021,1,"26,360564595365332","32,35160200340291"
29/03/2022,LA GOMERA,09/02/2021,0,0,0
29/03/2022,EL HIERRO,09/02/2021,1,"610,0296043778595","807,3921234412846"
29/03/2022,LA GOMERA,10/02/2021,0,0,0
29/03/2022,TENERIFE,10/02/2021,58,"36,075657653854606","65,58231495879836"
29/03/2022,EL HIERRO,10/02/2021,39,"556,2034628151072","807,3921234412846"
29/03/2022,LANZAROTE,10/02/2021,41,"204,0921110055708","499,96149205452724"
29/03/2022,GRAN CANARIA,10/02/2021,92,"78,43173925596216","197,42355827618493"
29/03/2022,LA PALMA,10/02/2021,2,"27,558772076972847","33,54980948501042"
29/03/2022,FUERTEVENTURA,10/02/2021,7,"30,902348578491967","81,01426519226273"
29/03/2022,FUERTEVENTURA,11/02/2021,12,"33,4079444091805","76,83827214111516"
29/03/2022,LANZAROTE,11/02/2021,50,"196,39052191102098","447,9757656663158"
29/03/2022,LA PALMA,11/02/2021,2,"17,97311222411273","34,74801696661794"
29/03/2022,LA GOMERA,11/02/2021,0,0,0
29/03/2022,EL HIERRO,11/02/2021,0,"457,5222032833946","1103,4359020364222"
29/03/2022,GRAN CANARIA,11/02/2021,126,"76,6784216869019","190,1765123240692"
29/03/2022,TENERIFE,11/02/2021,60,"36,8294773660247","67,73608556499865"
29/03/2022,TENERIFE,12/02/2021,45,"37,15254295695474","68,48990527716875"
29/03/2022,LA PALMA,12/02/2021,6,"16,77490474250521","34,74801696661794"
29/03/2022,LANZAROTE,12/02/2021,19,"204,7339100967833","435,78158293327857"
29/03/2022,EL HIERRO,12/02/2021,1,"430,6091325020185","1067,551807661254"
29/03/2022,FUERTEVENTURA,12/02/2021,7,"38,41913607055758","71,82708047973809"
29/03/2022,GRAN CANARIA,12/02/2021,95,"78,3148514180248","181,99436366845467"
29/03/2022,LA GOMERA,12/02/2021,2,0,0
29/03/2022,LA GOMERA,13/02/2021,0,"9,225943352707814","9,225943352707814"
29/03/2022,LA PALMA,13/02/2021,3,"21,567734668935273","41,93726185626303"
29/03/2022,FUERTEVENTURA,13/02/2021,10,"39,25433468078709","76,00307353088564"
29/03/2022,GRAN CANARIA,13/02/2021,53,"76,9121973627766","173,92910285077747"
29/03/2022,TENERIFE,13/02/2021,57,"36,72178883571468","66,01306908003842"
29/03/2022,EL HIERRO,13/02/2021,0,"385,75401453305824","1031,667713286086"
29/03/2022,LANZAROTE,13/02/2021,42,"180,9873437219213","395,9900392781044"
29/03/2022,LA PALMA,14/02/2021,3,"21,567734668935273","45,531884301085576"
29/03/2022,GRAN CANARIA,14/02/2021,66,"69,89892708653558","163,2923095984786"
29/03/2022,LA GOMERA,14/02/2021,0,"9,225943352707814","9,225943352707814"
29/03/2022,EL HIERRO,14/02/2021,0,"367,8119673454741","1031,667713286086"
29/03/2022,FUERTEVENTURA,14/02/2021,6,"45,100724952393676","77,67347075134467"
29/03/2022,TENERIFE,14/02/2021,39,"38,87555944191496","69,0283479287188"
29/03/2022,LANZAROTE,14/02/2021,17,"177,77834826585885","379,9450619977922"
29/03/2022,TENERIFE,15/02/2021,44,"38,66018238129493","71,07443000460907"
29/03/2022,LA GOMERA,15/02/2021,0,"9,225943352707814","9,225943352707814"
29/03/2022,EL HIERRO,15/02/2021,1,"367,8119673454741","1031,667713286086"
29/03/2022,LANZAROTE,15/02/2021,9,"153,38998279978435","369,03447744717994"
29/03/2022,FUERTEVENTURA,15/02/2021,5,"46,77112217285271","80,1790665820332"
29/03/2022,LA PALMA,15/02/2021,2,"23,964149632150303","49,126506745908124"
29/03/2022,GRAN CANARIA,15/02/2021,60,"70,13270276241028","159,43501094654602"
29/03/2022,TENERIFE,16/02/2021,71,"38,767870911604945","70,75136441367903"
29/03/2022,EL HIERRO,16/02/2021,0,"376,78299093926614","986,8125953171257"
29/03/2022,LA GOMERA,16/02/2021,0,"9,225943352707814","9,225943352707814"
29/03/2022,FUERTEVENTURA,16/02/2021,8,"49,27671800354124","79,34386797180369"
29/03/2022,GRAN CANARIA,16/02/2021,67,"66,27540411047771","149,14888120805918"
29/03/2022,LA PALMA,16/02/2021,0,"22,765942150542788","49,126506745908124"
29/03/2022,LANZAROTE,16/02/2021,15,"144,40479552280954","352,34770107565527"
29/03/2022,LA GOMERA,17/02/2021,0,"9,225943352707814","9,225943352707814"
29/03/2022,EL HIERRO,17/02/2021,0,"367,8119673454741","924,0154301605813"
29/03/2022,GRAN CANARIA,17/02/2021,47,"65,34030140697891","143,77204066294107"
29/03/2022,LA PALMA,17/02/2021,2,"21,567734668935273","49,126506745908124"
29/03/2022,LANZAROTE,17/02/2021,24,"123,86722460400996","327,95933560958076"
29/03/2022,TENERIFE,17/02/2021,61,"40,27551033594514","76,35116798979975"
29/03/2022,FUERTEVENTURA,17/02/2021,12,"45,935923562623195","76,83827214111516"
