fecha,isla,tmed,prec,tmin,tmax,dir,velmedia,racha,sol,presMax,presMin,hrMedia,hrMax,hrMin
2021-05-01,LA GOMERA,20.4,0.0,17.0,23.8,33.0,4.4,13.3,8.4,992.8,990.0,51.0,62.0,35.0
2021-05-01,LANZAROTE,18.6,0.0,14.7,22.6,99.0,5.3,11.7,3.1,1016.1,1013.3,58.0,73.0,46.0
2021-05-02,GRAN CANARIA,20.4,0.0,18.0,22.7,99.0,10.0,15.0,8.8,1013.1,1010.0,54.0,70.0,44.0
2021-05-02,LA GOMERA,19.4,0.0,17.1,21.8,34.0,3.6,12.5,5.3,992.8,989.9,57.0,65.0,46.0
2021-05-02,EL HIERRO,20.0,0.0,18.8,21.3,2.0,6.7,10.8,9.2,1015.2,1012.9,65.0,72.0,57.0
2021-05-02,LANZAROTE,20.1,0.0,14.7,25.5,1.0,7.5,15.0,6.8,1015.8,1012.4,53.0,73.0,31.0
2021-05-02,FUERTEVENTURA,20.2,0.0,17.0,23.3,2.0,7.8,12.5,7.25,1014.5,1011.2,61.0,71.0,45.0
2021-05-02,LA PALMA,19.5,0.9,17.8,21.2,3.0,4.4,9.2,2.4,1014.3,1011.7,65.0,76.0,55.0
2021-05-02,TENERIFE,20.3,0.2,17.7,22.9,34.0,2.8,9.7,6.7,1014.5,1011.6,54.0,76.0,44.0
2021-05-03,LA GOMERA,19.4,0.0,16.4,22.5,10.0,2.8,10.3,10.5,993.3,990.0,59.0,62.0,47.0
2021-05-03,TENERIFE,20.6,0.0,17.7,23.6,6.0,2.8,9.4,8.4,1014.9,1012.2,52.0,61.0,41.0
2021-05-03,LA PALMA,19.7,0.0,16.9,22.5,99.0,5.0,9.7,9.3,1014.9,1011.7,66.0,76.0,52.0
2021-05-03,LANZAROTE,20.8,0.0,16.7,25.0,1.0,8.1,16.1,8.0,1015.7,1013.0,54.0,73.0,37.0
2021-05-03,EL HIERRO,20.6,0.0,18.8,22.4,2.0,6.1,10.8,11.0,1016.0,1012.9,63.0,70.0,55.0
2021-05-03,FUERTEVENTURA,20.4,0.0,17.3,23.5,1.0,8.3,13.9,8.6,1014.5,1011.7,57.0,72.0,50.0
2021-05-03,GRAN CANARIA,20.2,0.05,17.1,23.2,99.0,8.6,13.9,6.4,1013.4,1010.4,59.0,76.0,47.0
2021-05-04,TENERIFE,20.4,0.0,18.4,22.5,34.0,4.2,14.2,7.4,1016.4,1013.2,50.0,62.0,43.0
2021-05-04,LANZAROTE,20.2,0.0,16.2,24.2,34.0,8.3,17.5,8.9,1016.3,1014.0,52.0,76.0,38.0
2021-05-04,LA PALMA,20.8,0.0,18.2,23.3,2.0,7.8,13.9,6.7,1016.3,1013.2,62.0,71.0,45.0
2021-05-04,FUERTEVENTURA,20.6,0.0,17.0,24.2,2.0,8.3,16.1,5.9,1015.3,1012.7,54.0,68.0,40.0
2021-05-04,GRAN CANARIA,20.4,0.0,17.6,23.3,2.0,10.3,18.6,9.3,1014.2,1011.4,54.0,76.0,39.0
2021-05-04,LA GOMERA,20.4,0.0,17.1,23.7,5.0,3.3,15.6,12.2,994.2,991.0,51.0,63.0,41.0
2021-05-04,EL HIERRO,20.6,0.0,19.0,22.2,2.0,8.6,15.0,9.1,1017.6,1014.2,65.0,70.0,58.0
2021-05-05,GRAN CANARIA,20.8,0.0,18.2,23.3,2.0,10.6,17.5,10.0,1014.8,1012.4,60.0,70.0,45.0
2021-05-05,LANZAROTE,21.2,0.0,17.6,24.9,1.0,9.2,18.1,8.1,1017.1,1014.4,63.0,79.0,48.0
2021-05-05,EL HIERRO,20.4,0.0,18.7,22.2,2.0,8.3,14.4,8.7,1017.4,1015.7,63.0,73.0,52.0
2021-05-05,FUERTEVENTURA,20.9,0.0,17.5,24.3,1.0,9.2,15.0,6.1,1015.9,1013.5,61.0,74.0,50.0
2021-05-05,LA PALMA,20.4,0.0,18.1,22.6,3.0,6.9,12.8,2.1,1016.2,1014.5,59.0,73.0,45.0
2021-05-05,TENERIFE,20.8,0.0,18.5,23.1,99.0,3.1,9.7,6.2,1016.4,1014.4,54.0,62.0,44.0
2021-05-05,LA GOMERA,19.2,0.0,15.5,22.9,6.0,3.9,10.8,10.2,994.5,992.3,54.0,67.0,48.0
2021-05-06,EL HIERRO,20.7,0.0,18.7,22.7,2.0,7.2,12.5,10.8,1017.2,1015.1,66.0,74.0,58.0
2021-05-06,GRAN CANARIA,20.7,0.0,17.9,23.5,3.0,11.1,18.6,11.7,1014.3,1012.2,60.0,73.0,49.0
2021-05-06,TENERIFE,20.8,0.0,16.8,24.8,12.0,2.8,10.3,12.2,1016.1,1013.5,54.0,69.0,43.0
2021-05-06,LA PALMA,21.0,0.0,18.6,23.5,2.0,5.6,11.7,2.9,1016.0,1014.1,64.0,73.0,47.0
2021-05-06,LANZAROTE,21.6,0.0,17.4,25.7,1.0,9.7,15.3,12.3,1017.2,1014.0,62.0,80.0,49.0
2021-05-06,LA GOMERA,19.8,0.0,16.2,23.4,34.0,2.8,8.9,12.3,994.5,991.7,61.0,78.0,56.0
2021-05-06,FUERTEVENTURA,20.6,0.0,17.6,23.6,99.0,8.9,12.5,12.1,1016.1,1013.3,69.0,77.0,59.0
2021-05-07,EL HIERRO,21.2,0.0,19.0,23.5,2.0,5.6,10.8,10.7,1017.6,1014.6,64.0,76.0,54.0
2021-05-07,GRAN CANARIA,20.8,0.0,17.8,23.7,2.0,9.2,16.4,11.0,1015.0,1011.3,64.0,75.0,56.0
2021-05-07,LA GOMERA,19.6,0.0,16.9,22.4,19.0,2.2,7.2,8.1,994.7,991.7,68.0,79.0,60.0
2021-05-07,FUERTEVENTURA,20.2,0.0,17.1,23.4,5.0,5.8,11.4,8.7,1016.6,1012.8,72.0,81.0,62.0
2021-05-07,TENERIFE,21.5,0.0,17.5,25.5,6.0,3.6,10.3,12.2,1016.0,1012.8,61.0,73.0,44.0
2021-05-07,LA PALMA,21.0,0.0,19.3,22.6,99.0,5.3,9.2,1.7,1016.0,1013.3,64.0,73.0,52.0
2021-05-07,LANZAROTE,22.1,0.0,17.2,27.0,35.0,6.1,12.5,9.7,1017.6,1014.2,65.0,85.0,48.0
2021-05-08,TENERIFE,21.9,0.0,18.9,24.9,36.0,3.9,12.2,11.5,1014.8,1012.7,50.0,65.0,36.0
2021-05-08,LA GOMERA,20.0,0.0,16.4,23.5,33.0,3.3,8.3,11.8,993.9,991.4,61.0,77.0,50.0
2021-05-08,LANZAROTE,21.8,0.0,17.4,26.1,34.0,7.5,15.0,11.7,1016.4,1013.4,59.0,81.0,42.0
2021-05-08,EL HIERRO,21.4,0.0,19.4,23.4,99.0,6.7,12.8,10.6,1016.2,1014.0,66.0,77.0,57.0
2021-05-08,LA PALMA,19.2,0.0,16.7,21.6,3.0,7.8,15.3,6.2,1014.8,1012.8,65.0,73.0,49.0
2021-05-08,GRAN CANARIA,21.4,0.0,17.4,25.3,1.0,10.0,19.7,11.7,1013.5,1011.3,54.0,75.0,37.0
2021-05-08,FUERTEVENTURA,22.1,0.0,18.2,26.0,4.0,6.7,13.3,10.4,1015.3,1012.8,58.0,76.0,44.0
2021-05-09,FUERTEVENTURA,22.2,0.1,17.6,26.9,99.0,5.0,11.4,9.5,1014.9,1012.3,62.0,87.0,42.0
2021-05-09,LA PALMA,20.9,0.0,16.4,25.4,3.0,2.5,7.8,9.6,1014.0,1011.9,64.0,80.0,53.0
2021-05-09,GRAN CANARIA,21.0,0.0,17.2,24.9,9.0,3.6,12.8,12.4,1013.3,1011.0,58.0,82.0,45.0
2021-05-09,LANZAROTE,21.2,0.0,16.0,26.5,32.0,3.9,14.4,8.6,1016.0,1013.1,70.0,85.0,39.0
2021-05-09,EL HIERRO,22.8,2.4,19.0,26.5,99.0,5.8,14.4,11.4,1015.8,1013.4,55.0,79.0,41.0
2021-05-09,TENERIFE,21.6,0.05,18.6,24.5,31.0,2.8,10.8,12.5,1014.6,1012.1,63.0,74.0,47.0
2021-05-09,LA GOMERA,20.6,0.0,17.0,24.2,30.0,2.8,6.1,12.4,993.2,990.7,64.0,82.0,53.0
2021-05-10,TENERIFE,22.5,0.0,20.1,24.9,7.0,3.3,12.2,9.4,1018.2,1012.8,65.0,78.0,47.0
2021-05-10,LA GOMERA,21.2,0.0,18.4,24.0,4.0,2.5,10.8,7.0,996.6,991.1,81.0,88.0,59.0
2021-05-10,EL HIERRO,21.1,0.0,18.3,23.9,2.0,5.0,12.5,9.0,1019.1,1013.9,76.0,91.0,65.0
2021-05-10,FUERTEVENTURA,21.2,0.0,18.7,23.6,2.0,6.1,12.8,8.6,1018.5,1013.1,65.0,81.0,49.0
2021-05-10,LANZAROTE,21.9,0.0,16.9,26.9,2.0,6.4,13.9,12.0,1019.7,1014.4,60.0,87.0,35.0
2021-05-10,GRAN CANARIA,21.5,0.0,18.9,24.1,2.0,8.1,14.4,10.5,1016.8,1011.7,62.0,89.0,48.0
2021-05-10,LA PALMA,21.5,0.0,20.0,23.0,3.0,6.1,16.1,1.2,1017.9,1012.5,75.0,86.0,65.0
2021-05-11,EL HIERRO,20.6,0.0,19.5,21.8,36.0,8.9,13.3,11.2,1020.9,1017.5,64.0,80.0,52.0
2021-05-11,LANZAROTE,21.2,0.0,16.6,25.7,1.0,8.9,16.1,11.1,1021.1,1018.2,52.0,73.0,38.0
2021-05-11,TENERIFE,21.6,0.0,18.8,24.3,34.0,3.3,11.4,10.6,1020.1,1017.3,54.0,64.0,44.0
2021-05-11,LA PALMA,21.1,0.0,19.2,23.0,3.0,6.7,12.5,4.4,1020.1,1016.6,64.0,77.0,54.0
2021-05-11,LA GOMERA,20.4,0.0,17.2,23.6,22.0,2.8,9.7,12.0,997.6,994.4,59.0,75.0,52.0
2021-05-11,FUERTEVENTURA,20.6,0.0,17.5,23.6,35.0,8.6,13.3,11.3,1019.7,1016.9,59.0,71.0,50.0
2021-05-11,GRAN CANARIA,21.1,0.0,18.4,23.8,3.0,10.6,17.5,10.3,1018.1,1015.5,60.0,68.0,51.0
2021-05-12,FUERTEVENTURA,20.8,0.0,18.2,23.4,99.0,9.2,13.9,9.6,1019.3,1016.9,62.0,74.0,54.0
2021-05-12,LA GOMERA,20.0,0.0,17.0,23.0,25.0,3.1,9.2,11.9,997.7,994.8,69.0,80.0,58.0
2021-05-12,LA PALMA,20.5,0.0,17.7,23.3,99.0,6.7,10.3,9.7,1019.9,1017.4,63.0,74.0,54.0
2021-05-12,TENERIFE,21.2,0.0,17.6,24.8,4.0,3.9,11.7,11.6,1019.7,1017.2,50.0,65.0,40.0
2021-05-12,EL HIERRO,20.4,0.0,18.9,21.8,99.0,9.4,13.3,10.3,1020.5,1018.1,64.0,72.0,57.0
2021-05-12,GRAN CANARIA,21.0,0.0,18.3,23.6,2.0,12.8,18.9,10.0,1017.7,1015.6,57.0,70.0,49.0
2021-05-12,LANZAROTE,21.4,0.0,17.6,25.1,1.0,10.8,18.1,10.7,1020.4,1017.9,58.0,82.0,47.0
2021-05-13,GRAN CANARIA,21.8,0.0,18.6,24.9,2.0,11.9,18.9,7.0,1016.6,1013.4,60.0,81.0,49.0
2021-05-13,LANZAROTE,21.7,0.0,17.8,25.6,1.0,10.3,18.1,10.5,1018.6,1015.4,62.0,82.0,12.0
2021-05-13,EL HIERRO,21.1,0.0,19.4,22.8,2.0,7.8,13.9,8.5,1019.9,1016.8,70.0,77.0,63.0
2021-05-13,TENERIFE,22.0,0.05,19.1,24.9,36.0,3.9,12.5,7.3,1018.5,1015.7,60.0,74.0,51.0
2021-05-13,LA GOMERA,20.9,0.0,17.0,24.8,1.0,4.7,14.4,12.2,996.5,993.0,74.0,86.0,19.0
2021-05-13,LA PALMA,21.3,0.0,18.9,23.7,2.0,6.7,15.0,7.6,1019.1,1015.7,70.0,85.0,63.0
2021-05-13,FUERTEVENTURA,21.8,0.0,18.2,25.5,34.0,10.6,16.4,8.1,1017.9,1014.5,62.0,80.0,48.0
2021-05-14,LA GOMERA,22.0,0.05,17.9,26.1,34.0,3.9,20.0,12.4,996.3,990.7,65.0,76.0,39.0
2021-05-14,EL HIERRO,21.0,0.0,19.3,22.8,35.0,8.3,16.1,9.5,1017.9,1015.1,68.0,75.0,61.0
2021-05-14,LANZAROTE,21.8,0.0,18.3,25.2,36.0,14.7,25.8,12.1,1015.4,1011.1,64.0,82.0,51.0
2021-05-14,FUERTEVENTURA,22.4,0.0,18.7,26.1,34.0,13.1,21.1,11.1,1015.0,1011.3,62.0,78.0,48.0
2021-05-14,TENERIFE,22.0,0.0,19.1,24.9,33.0,3.6,15.3,10.3,1016.7,1013.0,59.0,70.0,50.0
2021-05-14,GRAN CANARIA,21.933333333333334,0.0,18.78888888888889,24.977777777777778,1.0,13.3,23.6,0.9,1015.875,1012.6374999999999,57.75,80.22222222222223,48.111111111111114
2021-05-14,LA PALMA,20.8,0.0,18.7,23.0,3.0,10.6,18.1,10.9,1017.3,1013.5,75.0,81.0,64.0
2021-05-15,EL HIERRO,21.1,0.0,19.8,22.4,36.0,9.2,15.3,9.5,1015.9,1012.6,70.0,77.0,63.0
2021-05-15,LA GOMERA,21.0,0.0,17.9,24.2,2.0,2.8,15.6,11.6,991.8,989.1,67.0,79.0,51.0
2021-05-15,TENERIFE,22.6,0.0,19.7,25.6,28.0,6.1,16.9,12.1,1014.1,1010.8,59.0,69.0,47.0
2021-05-15,GRAN CANARIA,22.066666666666666,0.0,18.977777777777778,25.055555555555554,1.0,14.4,21.7,0.45,1015.15,1011.875,55.5,79.44444444444444,47.22222222222222
2021-05-15,LANZAROTE,22.3,0.0,18.5,26.1,34.0,11.9,23.3,9.2,1012.2,1008.6,67.0,83.0,52.0
2021-05-15,LA PALMA,20.9,0.0,19.7,22.1,1.0,11.4,16.1,11.2,1014.9,1011.9,75.0,81.0,61.0
2021-05-15,FUERTEVENTURA,22.3,0.0,19.1,25.5,35.0,11.1,19.7,3.9,1012.1,1009.0,67.0,78.0,55.0
2021-05-16,LA GOMERA,20.8,0.0,17.7,23.9,23.0,2.8,8.3,10.8,992.6,989.4,68.0,86.0,52.0
2021-05-16,GRAN CANARIA,22.2,0.0,19.166666666666668,25.133333333333333,3.0,12.8,20.0,0.0,1014.425,1011.1125,53.25,78.66666666666667,46.333333333333336
2021-05-16,LA PALMA,21.2,0.0,19.1,23.2,36.0,8.3,13.3,11.2,1015.4,1012.5,76.0,82.0,67.0
2021-05-16,EL HIERRO,21.2,0.0,19.5,22.8,99.0,7.5,13.3,9.5,1015.8,1013.0,71.0,80.0,65.0
2021-05-16,LANZAROTE,23.0,0.0,18.7,27.3,34.0,10.8,21.1,11.6,1014.4,1009.7,69.0,84.0,52.0
2021-05-16,TENERIFE,24.6,0.0,20.8,28.3,32.0,3.1,10.6,12.2,1015.0,1011.4,45.0,64.0,32.0
2021-05-16,FUERTEVENTURA,22.0,0.0,19.1,25.0,99.0,7.5,13.3,9.0,1014.2,1009.8,75.0,87.0,56.0
2021-05-17,GRAN CANARIA,22.333333333333332,0.0,19.355555555555558,25.211111111111112,12.0,11.7,20.6,0.0,1013.7,1010.3499999999999,51.0,77.88888888888889,45.44444444444444
2021-05-17,LA GOMERA,20.8,0.0,18.3,23.4,23.0,2.5,6.7,3.4,994.0,991.0,77.0,93.0,60.0
2021-05-17,TENERIFE,23.2,0.0,20.3,26.2,8.0,2.5,9.2,8.8,1015.8,1013.2,56.0,74.0,41.0
2021-05-17,LA PALMA,20.9,0.0,19.4,22.4,2.0,6.7,11.4,3.1,1017.0,1013.7,76.0,83.0,71.0
2021-05-17,FUERTEVENTURA,22.0,0.0,19.3,24.8,3.0,6.9,13.3,7.3,1015.6,1011.8,65.0,79.0,56.0
2021-05-17,LANZAROTE,22.4,0.0,18.4,26.3,36.0,10.8,19.7,10.0,1016.9,1012.2,68.0,87.0,51.0
2021-05-17,EL HIERRO,21.4,0.0,19.8,23.0,99.0,8.1,12.8,6.2,1017.4,1014.1,76.0,80.0,65.0
2021-05-18,LA PALMA,21.7,0.0,19.1,24.3,99.0,5.8,10.8,11.1,1017.2,1015.2,71.0,84.0,62.0
2021-05-18,TENERIFE,23.3,0.0,19.2,27.4,35.0,3.3,10.8,7.6,1016.7,1013.9,51.0,68.0,39.0
2021-05-18,GRAN CANARIA,22.46666666666667,0.0,19.544444444444444,25.288888888888888,36.0,11.4,19.4,0.0,1012.975,1009.5875,48.75,77.11111111111111,44.55555555555556
2021-05-18,FUERTEVENTURA,23.2,0.0,18.7,27.7,36.0,8.9,15.0,5.5,1015.5,1012.9,59.0,80.0,45.0
2021-05-18,LANZAROTE,22.4,0.0,18.0,26.8,99.0,12.2,18.9,6.5,1016.6,1012.9,70.0,88.0,49.0
2021-05-18,LA GOMERA,20.6,0.0,18.3,22.9,24.0,3.6,8.9,4.1,994.7,991.3,77.0,93.0,59.0
2021-05-18,EL HIERRO,21.2,0.0,19.6,22.7,99.0,7.2,13.9,4.5,1018.0,1015.2,74.0,81.0,68.0
2021-05-19,LANZAROTE,22.2,0.0,18.7,25.6,35.0,13.9,20.6,7.8,1015.5,1012.2,71.0,85.0,59.0
2021-05-19,TENERIFE,22.6,0.0,20.0,25.3,32.0,5.8,14.7,12.2,1016.3,1012.6,58.0,69.0,46.0
2021-05-19,GRAN CANARIA,22.6,0.0,19.733333333333334,25.366666666666667,35.0,13.6,23.6,0.0,1012.25,1008.8249999999999,46.5,76.33333333333333,43.666666666666664
2021-05-19,LA GOMERA,22.4,0.0,17.7,27.0,5.0,4.2,18.6,12.2,994.7,990.8,62.0,86.0,40.0
2021-05-19,EL HIERRO,21.0,0.0,19.2,22.9,33.0,7.8,14.4,10.9,1017.8,1015.1,71.0,80.0,65.0
2021-05-19,FUERTEVENTURA,21.8,0.0,19.7,23.9,99.0,9.2,14.4,1.7,1014.5,1011.4,73.0,82.0,62.0
2021-05-19,LA PALMA,20.8,0.0,18.6,23.0,2.0,8.3,15.0,11.2,1017.1,1014.1,74.0,84.0,65.0
2021-05-20,LA GOMERA,21.6,0.0,18.3,24.9,25.0,3.6,9.7,12.2,992.2,989.3,66.0,83.0,51.0
2021-05-20,FUERTEVENTURA,23.4,0.0,20.1,26.6,2.0,7.5,15.0,11.2,1012.6,1009.7,63.0,75.0,47.0
2021-05-20,LA PALMA,22.6,0.0,19.0,26.1,3.0,6.1,13.3,11.5,1014.9,1012.2,65.0,84.0,40.0
2021-05-20,EL HIERRO,21.6,0.0,19.5,23.6,32.0,8.9,16.4,10.4,1015.8,1012.8,72.0,81.0,65.0
2021-05-20,TENERIFE,25.6,0.0,20.3,30.9,27.0,2.5,8.9,12.6,1014.0,1010.6,40.0,60.0,26.0
2021-05-20,GRAN CANARIA,22.733333333333334,0.0,19.922222222222224,25.444444444444446,1.0,13.6,21.7,10.1,1011.525,1008.0625,44.25,75.55555555555556,42.77777777777778
2021-05-20,LANZAROTE,24.4,0.0,18.7,30.0,99.0,10.6,18.1,12.1,1013.1,1010.9,61.0,83.0,42.0
2021-05-21,LA PALMA,23.0,0.0,20.8,25.1,2.0,6.9,13.3,11.5,1014.1,1011.6,65.0,75.0,17.0
2021-05-21,LANZAROTE,25.0,0.0,19.4,30.7,33.0,13.1,20.6,11.7,1014.0,1009.6,61.0,87.0,35.0
2021-05-21,GRAN CANARIA,22.866666666666667,0.0,20.11111111111111,25.522222222222222,1.0,13.6,22.5,10.1,1010.8,1007.3,42.0,74.77777777777777,41.888888888888886
2021-05-21,LA GOMERA,24.2,0.0,20.7,27.8,35.0,3.3,11.9,10.8,990.3,987.3,44.0,71.0,24.0
2021-05-21,TENERIFE,27.4,0.0,24.2,30.6,4.0,3.9,10.0,12.4,1012.8,1010.2,35.0,47.0,23.0
2021-05-21,EL HIERRO,21.8,0.0,20.0,23.5,99.0,8.1,16.1,8.8,1014.2,1011.6,74.0,82.0,68.0
2021-05-21,FUERTEVENTURA,23.9,0.0,21.7,26.1,99.0,7.8,15.0,10.95,1012.6,1008.9,67.0,77.0,50.0
2021-05-22,GRAN CANARIA,23.0,0.0,20.3,25.6,36.0,14.2,21.7,12.2,1013.0,1006.3,61.0,74.0,41.0
2021-05-22,EL HIERRO,21.2,0.0,19.9,22.5,35.0,9.7,16.1,5.1,1016.5,1010.6,75.0,82.0,67.0
2021-05-22,LANZAROTE,23.5,0.0,18.7,28.3,99.0,12.5,19.7,12.1,1015.3,1008.8,65.0,84.0,45.0
2021-05-22,TENERIFE,24.2,0.0,21.0,27.3,28.0,3.9,10.8,12.1,1015.8,1009.2,50.0,64.0,36.0
2021-05-22,LA PALMA,21.3,0.1,19.7,22.9,3.0,10.8,16.9,11.4,1016.1,1010.3,77.0,86.0,41.0
2021-05-22,LA GOMERA,22.6,0.0,20.0,25.2,34.0,3.1,14.4,10.5,992.1,986.3,59.0,79.0,45.0
2021-05-22,FUERTEVENTURA,22.2,0.0,19.5,24.8,99.0,9.4,16.1,10.7,1013.8,1008.4,73.0,84.0,62.0
2021-05-23,EL HIERRO,20.2,0.0,19.1,21.3,4.0,10.0,20.0,9.8,1019.4,1015.0,69.0,80.0,65.0
2021-05-23,FUERTEVENTURA,21.0,0.0,18.4,23.5,99.0,13.1,18.1,9.8,1017.4,1012.8,66.0,76.0,56.0
2021-05-23,TENERIFE,21.5,0.0,19.2,23.8,1.0,4.7,13.3,8.6,1018.9,1014.4,53.0,69.0,46.0
2021-05-23,LANZAROTE,21.4,0.0,17.8,25.1,2.0,12.2,22.2,12.1,1018.6,1013.7,52.0,76.0,42.0
2021-05-23,GRAN CANARIA,21.1,0.0,18.8,23.4,36.0,13.9,20.0,8.2,1016.5,1011.5,61.0,82.0,48.0
2021-05-23,LA PALMA,20.6,0.1,18.1,23.0,2.0,8.1,14.4,7.2,1019.1,1014.8,67.0,85.0,56.0
2021-05-23,LA GOMERA,21.3,0.0,18.4,24.2,34.0,5.3,19.7,11.6,995.8,990.0,60.0,81.0,47.0
2021-05-24,FUERTEVENTURA,21.3,0.0,17.7,24.9,99.0,10.8,16.4,11.2,1016.9,1014.7,59.0,73.0,45.0
2021-05-24,EL HIERRO,20.0,0.0,19.0,21.1,99.0,11.4,16.1,9.5,1019.5,1017.3,68.0,74.0,64.0
2021-05-24,GRAN CANARIA,20.8,0.0,18.3,23.2,1.0,12.8,19.4,10.4,1016.3,1013.8,56.0,70.0,47.0
2021-05-24,LA PALMA,20.6,0.1,18.6,22.5,2.0,9.4,15.0,6.7,1019.1,1017.3,65.0,74.0,54.0
2021-05-24,TENERIFE,21.0,0.05,18.9,23.1,35.0,4.2,12.2,5.4,1018.8,1016.7,56.0,65.0,50.0
2021-05-24,LA GOMERA,20.9,0.0,17.9,23.9,2.0,6.4,18.1,10.6,996.0,993.6,53.0,67.0,47.0
2021-05-24,LANZAROTE,21.2,0.0,17.3,25.1,99.0,13.3,21.7,11.2,1017.7,1015.1,53.0,76.0,39.0
2021-05-25,LA PALMA,20.5,0.0,18.700000000000003,22.2,2.5,8.75,15.0,4.2,1018.8,1015.3499999999999,65.5,75.0,55.0
2021-05-25,FUERTEVENTURA,21.6,0.0,18.5,24.6,99.0,10.8,15.3,5.7,1017.9,1014.9,63.0,75.0,50.0
2021-05-25,TENERIFE,21.4,0.05,19.2,23.7,36.0,4.7,13.6,5.3,1019.0,1015.9,58.0,68.0,51.0
2021-05-25,LA GOMERA,21.6,0.0,18.4,24.9,2.0,3.9,17.5,11.5,996.5,993.4,60.0,70.0,55.0
2021-05-25,LANZAROTE,21.6,0.0,18.0,25.1,99.0,11.4,18.1,10.1,1019.1,1016.1,61.0,79.0,47.0
2021-05-25,EL HIERRO,20.8,0.0,19.3,22.4,3.0,8.9,16.1,10.2,1020.2,1017.2,71.0,78.0,64.0
2021-05-25,GRAN CANARIA,21.3,0.0,18.9,23.7,99.0,13.1,20.0,9.0,1016.5,1013.7,64.0,76.0,49.0
2021-05-26,LANZAROTE,21.0,0.0,17.2,24.8,36.0,8.3,16.4,11.6,1018.5,1013.4,56.0,73.0,43.0
2021-05-26,FUERTEVENTURA,21.4,0.0,17.6,25.1,35.0,8.3,13.3,11.3,1017.4,1012.5,59.0,72.0,46.0
2021-05-26,LA PALMA,20.4,0.0,18.8,21.9,3.0,8.1,15.0,4.3,1018.5,1013.4,66.0,76.0,56.0
2021-05-26,TENERIFE,21.3,0.05,18.8,23.8,32.0,4.7,13.3,8.7,1018.6,1013.1,57.0,63.0,47.0
2021-05-26,GRAN CANARIA,21.2,0.0,18.3,24.1,24.0,10.8,20.0,11.8,1016.3,1011.3,51.0,67.0,43.0
2021-05-26,LA GOMERA,20.0,0.0,16.7,23.3,33.0,2.8,11.9,10.7,996.5,991.2,62.0,75.0,53.0
2021-05-26,EL HIERRO,20.2,0.0,18.8,21.5,1.0,8.6,13.3,3.5,1019.6,1014.4,65.0,75.0,59.0
2021-05-27,GRAN CANARIA,21.2,0.0,18.5,23.8,99.0,10.0,17.5,9.1,1012.1,1009.6,55.0,70.0,48.0
2021-05-27,LA GOMERA,20.3,0.0,17.3,23.3,23.0,2.8,11.4,9.2,992.6,989.4,62.0,72.0,52.0
2021-05-27,TENERIFE,21.8,0.05,19.1,24.6,33.0,4.4,11.9,11.6,1014.2,1010.7,54.0,65.0,45.0
2021-05-27,LANZAROTE,20.6,0.0,16.0,25.1,99.0,5.6,10.8,5.1,1014.9,1012.1,61.0,75.0,46.0
2021-05-27,FUERTEVENTURA,20.7,0.0,17.1,24.3,3.0,6.4,11.7,8.3,1013.6,1011.0,61.0,72.0,54.0
2021-05-27,EL HIERRO,20.8,0.0,19.3,22.2,99.0,7.2,12.5,4.0,1015.2,1012.3,67.0,75.0,58.0
2021-05-27,LA PALMA,20.5,0.0,19.1,21.9,3.0,7.2,12.8,0.7,1014.0,1011.3,66.0,76.0,57.0
2021-05-28,GRAN CANARIA,21.2,0.0,18.6,23.9,99.0,9.7,16.4,10.3,1013.0,1009.4,62.0,74.0,47.0
2021-05-28,LA GOMERA,20.0,0.0,16.6,23.4,6.0,2.8,8.9,12.1,992.7,989.4,58.0,71.0,52.0
2021-05-28,TENERIFE,22.6,0.0,19.1,26.0,34.0,3.9,11.7,11.3,1014.0,1010.9,51.0,65.0,41.0
2021-05-28,LANZAROTE,22.0,0.0,17.9,26.1,36.0,5.3,12.5,8.9,1015.9,1012.0,59.0,79.0,44.0
2021-05-28,EL HIERRO,21.0,0.0,19.3,22.8,99.0,7.8,12.8,9.9,1015.2,1012.1,65.0,74.0,54.0
2021-05-28,FUERTEVENTURA,21.6,0.0,18.8,24.3,3.0,5.8,11.7,6.3,1014.8,1010.8,63.0,74.0,55.0
2021-05-28,LA PALMA,20.8,0.0,18.7,23.0,3.0,7.2,12.5,10.8,1014.1,1010.7,68.0,76.0,55.0
2021-05-29,GRAN CANARIA,21.4,0.0,17.8,25.1,3.0,10.0,16.4,12.2,1013.0,1010.6,59.0,74.0,44.0
2021-05-29,LA GOMERA,19.1,0.0,16.2,22.0,23.0,4.4,8.3,11.3,992.7,990.6,64.0,81.0,64.0
2021-05-29,TENERIFE,22.0,0.0,17.5,26.6,32.0,2.2,12.2,12.9,1014.0,1011.7,50.0,68.0,37.0
2021-05-29,LA PALMA,20.2,0.0,17.9,22.5,2.0,6.1,12.5,11.3,1014.3,1012.5,65.0,74.0,57.0
2021-05-29,LANZAROTE,21.6,0.0,15.0,28.3,11.0,4.2,15.3,11.5,1015.9,1012.7,57.0,84.0,39.0
2021-05-29,EL HIERRO,21.0,0.0,19.2,22.7,36.0,6.9,11.4,9.3,1015.4,1013.6,67.0,78.0,60.0
2021-05-29,FUERTEVENTURA,20.6,0.0,17.2,24.0,99.0,5.8,9.2,8.7,1014.9,1011.7,70.0,77.0,59.0
2021-05-30,GRAN CANARIA,22.6,0.0,19.4,25.8,99.0,11.7,16.9,11.6,1012.4,1009.3,67.0,82.0,49.0
