isla,fecha,numero_casos,ia_7dias,ia_14dias,pcr_total,pcr_positivos,pcr_porcentaje_positivos,pcr_porcentaje_positivos_7dias,Urg_ingr,Urg_cv,HPT_cv19,HPT_nocv19,CCR_cv19,CCR_nocv19,CSR_cv19,CSR_nocv19,tmed,prec,tmin,tmax,dir,velmedia,racha,sol,presMax,presMin,hrMedia,hrMax,hrMin
TENERIFE,2021-07-26,385,314.8812626264802,572.041473006793,3360,465,13.839285714285714,12.850198523136294,204,23,248,1517,45,56,0,14,26.6,0.05,22.6,30.5,32.0,3.1,13.6,11.9,1013.3,1011.3,59.0,80.0,44.0
LA PALMA,2021-07-26,9,138.99206786647176,270.79489084329845,339,12,3.539823008849558,4.789341015484336,13,0,23,95,7,1,0,0,23.2,0.0,21.3,25.1,3.0,8.1,15.0,9.2,1014.6,1011.9,81.0,93.0,72.0
LANZAROTE,2021-07-27,19,74.44869458064848,155.3153800734218,384,25,6.510416666666667,5.038903297517599,24,1,3,149,0,0,0,0,23.8,0.0,20.0,27.6,1.0,8.6,16.4,7.4,1013.3,1009.9,70.0,92.0,51.0
TENERIFE,2021-07-27,496,319.4041808995008,583.7795228105845,4547,638,14.031229382010116,13.285654822719188,231,26,249,1522,46,62,0,16,24.8,0.05,22.4,27.1,34.0,3.6,11.1,10.6,1012.9,1009.8,58.0,71.0,52.0
GRAN CANARIA,2021-07-27,373,246.7502258857468,444.8751111895558,3717,414,11.138014527845035,11.828588200763134,237,16,88,1681,21,81,0,16,24.2,0.0,21.3,27.0,1.0,12.2,19.7,10.9,1011.3,1007.1,62.0,87.0,51.0
LA GOMERA,2021-07-27,6,230.64858381769537,369.0377341083126,94,7,7.446808510638298,5.756929637526652,3,0,1,19,0,0,0,0,23.0,0.0,19.7,26.2,2.0,1.7,16.1,12.5,991.8,988.0,71.0,95.0,56.0
LA PALMA,2021-07-27,11,134.19923794004168,262.40743847204584,497,16,3.219315895372234,4.639362087712939,13,0,20,87,7,3,0,0,24.3,0.0,21.3,27.3,3.0,7.2,18.6,7.8,1013.4,1009.9,70.0,90.0,50.0
FUERTEVENTURA,2021-07-27,46,152.0061470617713,317.3754718872148,367,51,13.896457765667575,8.072614909231364,24,2,4,75,2,6,0,0,24.4,0.0,21.9,26.9,2.0,8.3,13.3,7.5,1012.4,1008.7,69.0,83.0,56.0
EL HIERRO,2021-07-27,1,71.7681887503364,152.50740109446488,39,1,2.564102564102564,2.421307506053269,1,0,1,8,0,0,0,0,23.5,0.0,21.8,25.2,1.0,6.9,14.4,9.6,1014.2,1011.4,75.0,92.0,63.0
EL HIERRO,2021-07-28,2,80.73921234412846,152.50740109446488,85,3,3.529411764705882,2.813299232736573,0,0,1,5,0,0,0,0,23.1,0.0,21.3,24.9,99.0,6.9,13.3,7.0,1012.5,1010.4,76.0,85.0,66.0
LA GOMERA,2021-07-28,4,216.80966878863364,387.4896208137282,113,4,3.539823008849558,5.405405405405405,7,0,1,24,0,0,0,0,23.2,0.0,20.0,26.4,6.0,2.5,8.9,12.2,990.3,987.6,72.0,88.0,61.0
GRAN CANARIA,2021-07-28,371,253.29594481023844,462.6420625560331,3425,420,12.262773722627736,11.783226791336704,218,12,81,1689,27,77,0,16,23.9,0.0,21.0,26.8,3.0,11.7,19.7,11.3,1009.7,1007.3,63.0,80.0,53.0
TENERIFE,2021-07-28,434,325.4347385968615,603.055769736077,3876,525,13.544891640866872,13.431895657329184,212,15,226,1527,51,62,0,15,25.0,0.0,21.9,28.2,2.0,2.5,8.3,11.5,1011.3,1009.2,58.0,72.0,49.0
FUERTEVENTURA,2021-07-28,38,159.5229345538369,319.8810677179033,581,38,6.540447504302926,9.322033898305085,11,0,3,74,2,5,0,0,23.6,0.0,21.5,25.8,35.0,7.5,11.7,2.1,1011.0,1008.7,73.0,83.0,65.0
LANZAROTE,2021-07-28,34,78.2994891279234,153.38998279978435,491,37,7.535641547861507,5.578747628083492,22,0,2,160,0,0,0,0,23.8,0.0,20.2,27.5,35.0,8.3,15.3,5.4,1011.8,1009.8,71.0,83.0,58.0
LA PALMA,2021-07-28,9,125.81178556878908,260.0110235088308,309,11,3.559870550161812,4.322972490175062,10,0,18,91,7,3,0,0,22.6,0.0,20.0,25.1,3.0,8.1,13.3,3.3,1011.7,1009.5,75.0,91.0,62.0
TENERIFE,2021-07-29,437,316.6042791114404,608.1171306606476,3814,534,14.001048767697954,13.506374181692893,215,30,226,1515,53,60,0,15,25.1,0.0,21.1,29.1,6.0,3.3,8.9,12.2,1012.3,1009.0,60.0,75.0,46.0
GRAN CANARIA,2021-07-29,331,258.2052340036072,476.9023787843898,3435,367,10.684133915574964,11.77780937485189,223,20,88,1676,28,73,0,17,23.8,0.0,21.0,26.7,1.0,12.2,18.6,9.0,1011.2,1006.6,67.0,79.0,56.0
FUERTEVENTURA,2021-07-29,51,172.0509137072796,324.8922593792804,382,53,13.87434554973822,9.666666666666666,14,0,2,73,2,4,0,0,24.2,0.0,21.1,27.4,99.0,8.1,12.5,9.5,1012.1,1008.3,72.0,83.0,57.0
LA PALMA,2021-07-29,8,123.41537060557404,256.41640106400826,404,8,1.98019801980198,4.442771084337349,23,1,19,96,5,4,0,0,23.4,0.0,21.4,25.5,2.0,7.5,12.8,5.9,1013.0,1009.4,72.0,83.0,62.0
LANZAROTE,2021-07-29,20,85.35927913126075,162.37517007675916,378,22,5.82010582010582,5.989385898407885,31,0,2,156,0,1,0,0,24.4,0.0,20.5,28.4,99.0,9.4,16.4,10.8,1012.9,1009.1,68.0,83.0,52.0
EL HIERRO,2021-07-29,0,89.71023593792052,170.449448282049,42,0,0.0,2.714932126696833,2,0,1,6,0,0,0,0,23.0,0.0,21.6,24.3,99.0,8.3,13.3,5.8,1014.0,1010.4,77.0,84.0,70.0
LA GOMERA,2021-07-29,2,193.7448104068641,382.8766491373743,103,3,2.912621359223301,4.865424430641822,3,0,0,23,0,0,0,0,22.6,0.0,19.4,25.8,22.0,3.3,11.9,10.7,991.3,987.5,74.0,90.0,62.0
EL HIERRO,2021-07-30,1,44.85511796896026,152.50740109446488,37,1,2.702702702702703,1.682692307692308,0,0,1,3,0,0,0,0,23.0,0.0,21.7,24.2,34.0,8.9,14.4,7.9,1015.9,1012.9,76.0,82.0,69.0
LANZAROTE,2021-07-30,8,85.35927913126075,159.80797371190923,419,9,2.147971360381862,5.968425105891413,12,0,2,132,0,2,0,0,24.8,0.0,20.5,29.1,35.0,10.8,18.9,11.1,1015.2,1010.7,68.0,85.0,49.0
LA PALMA,2021-07-30,7,104.24405089985382,249.2271561743632,329,11,3.343465045592705,3.729689807976366,14,1,20,89,4,2,0,0,23.1,0.0,21.6,24.6,2.0,8.1,12.8,3.2,1015.4,1012.2,75.0,81.0,68.0
LA GOMERA,2021-07-30,5,124.5502352615555,382.8766491373743,100,5,5.0,4.70756062767475,0,0,0,16,0,0,0,0,23.0,0.0,20.4,25.6,23.0,2.5,6.7,11.1,992.3,989.9,80.0,91.0,68.0
TENERIFE,2021-07-30,547,308.5276393381894,611.6708521608781,4249,664,15.627206401506236,13.517203713817588,175,22,211,1445,52,57,0,13,25.4,0.0,21.0,29.8,28.0,2.5,8.9,12.2,1014.0,1011.2,55.0,75.0,42.0
GRAN CANARIA,2021-07-30,365,255.2830380551734,483.7987612226936,3309,401,12.11846479298882,11.610824131557749,183,13,86,1551,30,76,0,15,23.7,0.0,20.8,26.6,1.0,13.6,21.1,10.15,1012.5,1009.0,66.0,78.0,53.0
FUERTEVENTURA,2021-07-30,56,184.57889286072228,334.07944409180504,534,76,14.232209737827716,10.274841437632135,21,1,3,80,2,4,0,0,24.3,0.0,21.0,27.6,1.0,8.6,12.8,9.9,1014.1,1010.3,70.0,80.0,57.0
LA PALMA,2021-07-31,5,67.09961897002084,234.84866639507297,563,6,1.065719360568384,2.798581001182499,11,2,21,93,4,2,0,0,23.2,0.0,21.1,25.4,2.0,8.3,13.9,9.3,1016.6,1014.2,74.0,80.0,66.0
EL HIERRO,2021-07-31,1,44.85511796896026,152.50740109446488,34,1,2.941176470588236,1.977401129943503,1,0,1,4,0,0,0,0,23.4,0.0,21.5,25.2,35.0,9.4,15.3,6.1,1016.9,1014.6,78.0,81.0,68.0
LA GOMERA,2021-07-31,0,115.32429190884768,387.4896208137282,55,0,0.0,4.566210045662101,2,0,0,16,0,0,0,0,23.8,0.0,20.3,27.2,22.0,2.2,5.3,11.1,993.0,990.5,71.0,87.0,49.0
FUERTEVENTURA,2021-07-31,24,214.64604282898472,362.47619683960846,325,28,8.615384615384615,11.673306772908369,5,0,1,69,2,2,0,0,23.8,0.0,21.6,26.0,99.0,8.3,13.3,10.9,1015.0,1011.6,74.0,79.0,59.0
LANZAROTE,2021-07-31,6,82.15028367519831,152.1063846173594,319,12,3.761755485893417,5.693815987933635,27,1,0,137,1,4,0,0,25.0,0.0,20.5,29.4,35.0,11.9,21.7,12.0,1015.7,1012.3,68.0,86.0,49.0
GRAN CANARIA,2021-07-31,294,260.19232724854214,498.1759652889877,2824,328,11.614730878186968,11.63902164745572,105,17,98,1536,33,70,0,4,23.8,0.0,21.0,26.7,1.0,15.6,21.7,11.3,1013.6,1010.1,66.0,78.0,50.0
TENERIFE,2021-07-31,333,318.4349841267106,629.6548367226503,3035,384,12.652388797364086,14.207218247222992,109,21,221,1386,55,53,0,10,25.8,0.0,22.4,29.1,9.0,3.1,9.7,12.1,1015.4,1012.5,50.0,66.0,41.0
GRAN CANARIA,2021-08-01,228,257.8545704897951,502.61770313060697,2331,249,10.682110682110682,11.539900832631677,108,10,108,1589,37,63,0,7,23.4,0.0,21.2,25.6,99.0,14.4,20.6,10.8,1014.1,1011.5,65.0,78.0,54.0
LA PALMA,2021-08-01,5,63.5049965251983,224.0647990606053,143,6,4.195804195804196,2.591062711227938,10,0,19,98,4,2,0,0,23.2,0.0,21.5,24.8,99.0,8.9,13.3,6.6,1017.1,1014.9,73.0,81.0,60.0
FUERTEVENTURA,2021-08-01,14,203.78846089600103,361.64099822937897,141,16,11.347517730496454,11.041747951619197,7,0,1,74,2,2,0,0,23.1,0.0,20.9,25.3,99.0,11.1,15.3,9.8,1015.2,1012.8,73.0,82.0,64.0
EL HIERRO,2021-08-01,0,53.82614156275231,134.56535390688077,4,0,0.0,2.572347266881029,1,0,1,5,0,0,0,0,22.8,0.0,21.4,24.1,1.0,8.6,16.1,8.1,1017.6,1014.8,75.0,82.0,68.0
TENERIFE,2021-08-01,272,314.77357409617014,629.9779023135803,2339,316,13.51004702864472,14.055747194797986,147,23,240,1460,55,50,0,11,24.6,0.05,22.1,27.0,2.0,3.9,11.1,11.8,1015.7,1013.6,57.0,69.0,50.0
LA GOMERA,2021-08-01,0,83.03349017437033,387.4896208137282,45,0,0.0,3.677758318739054,2,0,0,18,0,0,0,0,23.6,0.0,20.8,26.4,8.0,2.5,11.9,11.6,993.4,990.8,70.0,81.0,51.0
LANZAROTE,2021-08-01,15,73.1650963982235,145.046594614022,261,20,7.662835249042145,5.079718205413422,13,1,3,142,1,3,0,1,24.0,0.0,20.2,27.7,1.0,12.8,21.1,11.4,1016.2,1013.6,63.0,82.0,47.0
LANZAROTE,2021-08-02,14,71.23969912458604,148.25559007008445,484,19,3.925619834710744,5.009276437847866,25,1,2,151,1,0,0,1,24.2,0.0,20.1,28.3,99.0,10.6,16.4,12.1,1015.3,1013.2,64.0,84.0,49.0
TENERIFE,2021-08-02,329,312.7274920202799,627.6087546467601,3705,423,11.417004048582996,13.980967486122124,174,17,242,1473,54,59,0,12,24.5,0.0,21.7,27.3,34.0,4.2,11.4,10.4,1015.4,1012.1,60.0,71.0,50.0
GRAN CANARIA,2021-08-02,283,259.3741123829807,504.4879085376046,2811,312,11.099252934898612,11.435937571934994,207,9,99,1609,36,71,0,21,23.6,0.0,20.7,26.5,99.0,12.5,19.7,11.7,1013.0,1010.7,61.0,77.0,52.0
LA GOMERA,2021-08-02,5,83.03349017437033,369.0377341083126,94,5,5.319148936170213,3.494176372712146,2,0,0,17,0,0,0,0,22.6,0.0,19.2,26.1,31.0,3.6,9.7,12.1,993.0,990.9,73.0,84.0,58.0
FUERTEVENTURA,2021-08-02,17,202.11806367554203,357.46500517823137,213,19,8.92018779342723,10.979929161747345,17,2,3,74,2,1,0,0,23.4,0.0,20.7,26.0,1.0,8.9,14.4,10.5,1014.2,1012.0,68.0,79.0,62.0
LA PALMA,2021-08-02,9,64.70320400680582,203.6952718732776,427,13,3.044496487119438,2.708978328173375,11,0,18,100,4,2,0,0,23.6,0.0,21.3,25.8,36.0,8.1,13.3,9.1,1015.8,1012.8,71.0,81.0,55.0
EL HIERRO,2021-08-02,2,53.82614156275231,116.62330671929668,63,2,3.174603174603174,2.580645161290323,2,0,0,7,0,0,0,0,22.8,0.0,21.2,24.4,35.0,8.1,13.3,11.1,1016.8,1013.8,74.0,85.0,70.0
LA GOMERA,2021-08-03,3,101.48537687978596,332.1339606974813,71,3,4.225352112676056,3.973509933774834,1,0,0,17,0,0,0,0,22.8,0.0,19.3,26.4,26.0,3.1,7.8,10.0,994.7,991.0,72.0,86.0,61.0
TENERIFE,2021-08-03,341,306.6969343229192,626.1011152224199,3630,411,11.322314049586776,13.6280070408762,233,36,233,1482,53,48,0,13,25.2,0.0,22.1,28.2,35.0,3.6,11.4,11.2,1015.9,1012.6,59.0,80.0,43.0
FUERTEVENTURA,2021-08-03,35,205.4588581164601,357.46500517823137,412,41,9.951456310679612,11.049941014549743,20,0,2,82,3,2,0,0,23.6,0.05,21.3,25.8,35.0,5.6,11.4,5.1,1015.8,1012.6,74.0,85.0,66.0
LA PALMA,2021-08-03,12,64.70320400680582,198.90244194684752,352,15,4.261363636363637,2.657185628742515,10,1,16,96,3,2,0,0,23.7,0.0,21.5,25.9,2.0,5.6,12.5,2.7,1016.1,1012.7,70.0,85.0,62.0
LANZAROTE,2021-08-03,14,74.44869458064848,148.89738916129696,443,12,2.708803611738149,5.263157894736843,29,0,2,143,1,0,0,1,24.4,0.0,20.1,28.8,34.0,7.2,15.0,8.0,1017.0,1013.7,64.0,87.0,45.0
GRAN CANARIA,2021-08-03,352,262.4131961693517,509.1634220550986,3153,397,12.59118300031716,11.39941424125938,221,15,98,1628,36,78,0,19,23.2,0.1,20.2,26.3,2.0,10.8,17.5,9.0,1014.5,1010.7,64.0,94.0,50.0
EL HIERRO,2021-08-03,3,62.79716515654436,134.56535390688077,67,4,5.970149253731344,2.631578947368421,1,0,0,6,0,0,0,0,23.8,0.0,21.5,26.0,31.0,5.8,12.5,11.1,1017.0,1014.0,75.0,84.0,64.0
LA GOMERA,2021-08-04,0,87.64646185072424,304.45613063935787,73,0,0.0,3.442340791738382,2,0,0,18,0,0,0,0,22.9,0.0,20.1,25.7,23.0,2.8,9.2,11.5,995.7,992.7,67.0,86.5,64.5
EL HIERRO,2021-08-04,1,80.73921234412846,161.47842468825692,51,2,3.92156862745098,3.313253012048193,2,0,0,6,0,0,0,0,23.4,0.0,21.1,25.8,99.0,6.9,12.5,8.5,1018.7,1015.4,73.0,84.0,58.0
FUERTEVENTURA,2021-08-04,29,196.27167340393547,355.7946079577724,545,36,6.605504587155964,10.471406491499229,22,0,1,81,3,1,0,0,24.4,0.0,21.7,27.0,3.0,8.1,11.7,9.2,1016.3,1014.3,64.0,77.0,59.0
LA PALMA,2021-08-04,5,65.90141148841333,191.7131970572024,357,7,1.96078431372549,2.770083102493075,12,0,16,88,2,3,0,0,23.6,0.0,21.3,25.8,99.0,6.9,11.7,7.5,1017.6,1014.6,71.0,81.0,54.0
LANZAROTE,2021-08-04,16,71.23969912458604,149.53918825250943,371,16,4.31266846361186,4.686940966010734,29,0,2,145,1,0,0,0,25.0,0.0,21.3,28.6,99.0,9.2,16.1,10.3,1017.2,1015.4,61.0,78.0,48.0
TENERIFE,2021-08-04,398,290.005212124867,615.4399507217286,4061,524,12.903225806451612,13.21405387861084,189,18,214,1462,54,58,0,13,24.6,0.0,21.2,27.9,6.0,3.3,10.8,11.7,1017.1,1014.4,55.0,69.0,47.0
GRAN CANARIA,2021-08-04,326,259.95855157266743,513.2544963829058,3114,365,11.721258831085422,11.621570838030816,204,16,106,1619,37,71,0,16,24.2,0.0,21.3,27.0,99.0,11.4,17.5,10.1,1015.2,1013.0,59.0,76.0,47.0
LA PALMA,2021-08-05,1,61.10858156198327,184.52395216755733,217,3,1.382488479262673,2.563106796116505,18,1,13,98,1,4,0,0,23.4,0.0,21.3,25.6,99.0,8.1,13.9,8.0,1017.5,1014.0,79.0,93.0,69.0
GRAN CANARIA,2021-08-05,268,254.69859886548664,512.9038328690938,2943,306,10.397553516819572,11.53167755160414,212,20,106,1590,38,69,0,17,24.4,0.0,21.2,27.5,99.0,12.2,18.1,11.1,1014.9,1011.7,71.0,91.0,54.0
TENERIFE,2021-08-05,320,286.1284250337065,602.732704145147,3149,384,12.194347411876786,13.111585390407924,211,22,212,1452,55,54,0,9,25.5,0.0,22.1,28.9,26.0,4.4,13.9,10.4,1016.9,1013.2,65.0,77.0,52.0
LANZAROTE,2021-08-05,21,59.68731548276128,145.046594614022,375,29,7.733333333333333,4.11214953271028,16,0,3,137,0,0,0,1,24.8,0.0,20.7,28.8,35.0,8.6,16.9,11.5,1017.0,1014.5,67.0,90.0,52.0
FUERTEVENTURA,2021-08-05,37,188.75488591186985,360.8057996191494,323,50,15.479876160990711,10.54075235109718,18,1,2,87,3,1,0,0,24.2,0.0,20.6,27.8,35.0,8.3,13.3,11.7,1016.2,1013.0,71.0,83.0,58.0
LA GOMERA,2021-08-05,0,69.1945751453086,262.9393855521727,43,0,0.0,2.957486136783734,1,0,0,18,0,0,0,0,22.6,0.0,19.5,25.7,24.0,3.1,7.8,12.1,995.6,991.7,78.0,87.0,68.0
EL HIERRO,2021-08-05,1,71.7681887503364,161.47842468825692,62,2,3.225806451612903,3.355704697986577,2,0,0,7,0,0,0,0,23.6,0.05,21.2,25.9,99.0,7.8,15.3,7.9,1018.4,1015.0,76.0,91.0,68.0
TENERIFE,2021-08-06,357,273.5288669874349,582.0565063256242,4307,476,11.051776178314372,12.851704733531944,191,32,212,1441,53,48,0,12,26.4,0.0,22.6,30.1,99.0,3.6,11.9,12.3,1014.0,1011.0,58.0,83.0,47.0
EL HIERRO,2021-08-06,1,80.73921234412846,125.59433031308872,37,1,2.702702702702703,3.773584905660377,1,0,0,8,0,0,0,0,23.2,0.4,21.1,25.2,34.0,7.8,13.3,7.2,1015.9,1013.2,89.0,96.0,73.0
LA PALMA,2021-08-06,2,52.721129190730665,156.96518009058448,284,6,2.112676056338028,2.554438860971525,14,0,10,97,1,4,0,0,22.8,0.0,21.2,24.5,3.0,6.7,15.0,8.9,1014.8,1011.9,86.0,93.0,78.0
LANZAROTE,2021-08-06,17,60.32911457397376,145.68839370523452,338,19,5.621301775147929,4.37874251497006,26,0,3,119,0,1,0,0,24.7,0.0,20.4,29.0,1.0,8.1,15.0,11.0,1015.2,1012.4,69.0,91.0,46.0
FUERTEVENTURA,2021-08-06,22,177.06210536865666,361.64099822937897,492,29,5.894308943089431,10.66987565182511,28,2,3,93,3,0,0,0,25.0,0.0,21.7,28.2,99.0,6.7,12.5,12.5,1013.9,1011.3,67.0,84.0,53.0
GRAN CANARIA,2021-08-06,275,247.3346650754336,502.61770313060697,2965,323,10.893760539629003,11.51086160605321,185,18,108,1535,37,72,0,12,24.0,0.0,20.3,27.7,2.0,11.9,18.9,11.9,1012.8,1009.9,70.0,92.0,54.0
LA GOMERA,2021-08-06,2,59.9686317926008,184.5188670541563,57,2,3.508771929824561,2.702702702702703,0,0,0,17,0,0,0,0,23.4,0.0,20.5,26.2,25.0,3.1,6.7,11.5,992.9,990.2,78.0,89.0,69.0
LA GOMERA,2021-08-07,2,46.12971676353907,161.45400867238675,35,4,11.428571428571429,2.28310502283105,0,0,0,16,0,0,0,0,23.1,0.0,20.1,26.1,23.0,4.2,10.3,11.3,993.3,990.0,77.0,89.0,64.0
EL HIERRO,2021-08-07,1,80.73921234412846,125.59433031308872,17,1,5.882352941176471,3.773584905660377,2,0,0,10,0,0,0,0,23.6,0.1,21.1,26.2,99.0,5.8,12.5,9.6,1015.7,1012.9,78.0,96.0,66.0
LANZAROTE,2021-08-07,19,66.10530639488614,148.25559007008445,291,23,7.903780068728523,4.901582400617523,22,0,3,128,0,2,0,0,24.6,0.0,20.4,28.8,99.0,5.8,13.3,8.5,1015.4,1012.8,68.0,92.0,45.0
GRAN CANARIA,2021-08-07,244,236.81475966107203,497.00708690961415,2224,276,12.410071942446043,11.320192641874783,104,7,108,1500,38,73,0,2,23.8,0.0,20.4,27.2,2.0,11.7,18.1,11.2,1013.1,1009.9,71.0,94.0,56.0
LA PALMA,2021-08-07,2,46.73009178269309,113.82971075271394,321,3,0.934579439252336,2.390098164746052,9,0,10,94,1,4,0,0,23.7,0.0,21.3,26.1,3.0,6.4,13.3,3.8,1014.5,1011.8,81.0,94.0,64.0
TENERIFE,2021-08-07,215,253.0680462285323,571.5030303552429,2318,267,11.518550474547023,12.044910426814166,91,20,219,1375,59,46,0,9,25.8,0.0,22.2,29.3,34.0,3.1,11.1,11.7,1014.4,1011.5,61.0,83.0,44.0
FUERTEVENTURA,2021-08-07,22,148.66535262085324,363.311395449838,367,28,7.629427792915531,8.935128518971847,15,1,4,96,3,0,0,0,23.6,0.0,21.1,26.0,99.0,7.2,11.4,8.0,1014.4,1011.5,73.0,88.0,62.0
FUERTEVENTURA,2021-08-08,14,146.99495540039422,350.7834162963953,207,17,8.21256038647343,8.78459687123947,6,0,3,91,4,1,0,0,24.6,0.0,21.4,27.7,1.0,8.1,13.9,10.1,1015.1,1012.1,66.0,82.0,48.0
LA GOMERA,2021-08-08,0,55.35566011624689,138.3891502906172,17,1,5.882352941176471,3.349282296650718,4,1,1,18,0,0,0,0,23.0,0.0,20.3,25.8,22.0,2.8,6.1,6.5,994.2,991.5,75.0,90.0,67.0
GRAN CANARIA,2021-08-08,157,230.9703677642045,488.8249382539996,1876,176,9.381663113006397,11.401668287191034,105,9,113,1554,37,74,0,5,23.8,0.1,21.3,26.4,99.0,10.0,15.0,9.8,1013.9,1010.9,66.0,95.0,48.0
LANZAROTE,2021-08-08,3,74.44869458064848,147.61379097887198,240,5,2.083333333333334,5.384315255559891,21,2,5,139,0,2,0,0,24.4,0.0,20.3,28.5,35.0,7.5,15.0,10.7,1016.2,1013.2,64.0,84.0,41.0
LA PALMA,2021-08-08,7,43.13546933787055,106.64046586306884,145,11,7.586206896551724,2.522608281770586,8,2,11,98,1,4,0,0,23.0,0.6,20.9,25.2,2.0,2.5,8.9,0.0,1015.0,1012.7,76.0,90.0,66.0
EL HIERRO,2021-08-08,0,80.73921234412846,134.56535390688077,4,0,0.0,3.986710963455149,0,0,0,10,0,0,0,0,25.0,0.0,22.1,27.8,29.0,6.1,13.3,9.3,1016.2,1014.0,73.0,88.0,54.0
TENERIFE,2021-08-08,163,240.36079965195063,555.1343737481209,1737,205,11.80195739781232,11.914585903271089,103,13,222,1419,62,46,0,10,25.2,0.05,22.8,27.7,6.0,3.9,10.3,9.4,1014.9,1012.4,67.0,77.0,46.0
LANZAROTE,2021-08-09,20,66.74710548609863,137.98680461068466,432,20,4.62962962962963,4.838709677419355,29,1,6,139,0,2,0,1,24.0,0.0,19.7,28.3,1.0,7.8,14.4,10.8,1016.3,1014.1,57.0,79.0,38.0
TENERIFE,2021-08-09,224,228.6227498481592,541.3502418684391,2975,296,9.949579831932772,11.74313528615707,206,20,215,1461,65,49,0,8,24.6,0.0,21.9,27.3,34.0,3.9,10.8,10.9,1015.5,1013.3,53.0,68.0,42.0
LA PALMA,2021-08-09,3,45.531884301085576,110.2350883078914,411,5,1.21654501216545,2.757964812173086,13,0,10,101,1,4,0,0,23.0,0.0,20.4,25.6,3.0,4.7,11.7,3.6,1015.6,1013.4,71.0,88.0,64.0
GRAN CANARIA,2021-08-09,158,222.67133127065264,482.0454436536333,2007,199,9.915296462381663,11.290998637744943,216,15,111,1588,36,77,0,19,23.8,0.05,20.6,26.9,3.0,11.1,18.6,11.0,1014.0,1011.6,57.0,82.0,45.0
LA GOMERA,2021-08-09,0,55.35566011624689,138.3891502906172,39,1,2.564102564102564,3.846153846153846,0,0,1,17,0,0,0,0,22.6,0.0,19.7,25.6,3.0,2.8,12.5,11.1,994.7,991.9,74.0,90.0,52.0
EL HIERRO,2021-08-09,0,80.73921234412846,134.56535390688077,66,0,0.0,3.986710963455149,0,0,0,8,0,0,0,0,23.8,0.0,21.9,25.7,99.0,4.4,8.9,8.3,1017.1,1014.6,75.0,87.0,65.0
FUERTEVENTURA,2021-08-09,9,146.99495540039422,349.1130190759363,458,16,3.493449781659389,8.597108245408362,20,0,2,85,3,1,0,0,24.3,0.0,20.5,28.1,35.0,8.3,15.0,8.7,1015.4,1012.8,59.0,77.0,40.0
LA GOMERA,2021-08-10,0,32.29080173447735,133.7761786142633,46,1,2.173913043478261,3.283582089552239,1,0,1,16,0,0,0,0,22.2,0.0,19.3,25.1,35.0,3.3,9.2,12.3,994.4,991.9,65.0,77.0,52.0
GRAN CANARIA,2021-08-10,259,208.0603515284838,470.4735476978356,3029,312,10.300429184549357,11.169456295810086,206,16,100,1591,39,73,0,18,23.8,0.0,20.4,27.2,2.0,10.3,17.5,12.1,1013.8,1011.8,59.0,74.0,45.0
EL HIERRO,2021-08-10,1,62.79716515654436,125.59433031308872,36,2,5.555555555555555,3.289473684210526,1,0,0,8,0,0,0,0,24.1,0.0,21.6,26.6,32.0,6.9,12.5,11.0,1016.6,1014.2,62.0,84.0,51.0
LANZAROTE,2021-08-10,18,70.59790003337355,145.046594614022,399,24,6.015037593984962,4.979919678714859,28,0,4,141,0,1,0,1,23.8,0.0,19.4,28.2,36.0,5.8,13.3,8.2,1016.2,1014.5,59.0,75.0,42.0
LA PALMA,2021-08-10,8,38.34263941144049,103.0458434182463,278,8,2.877697841726619,2.395783421178725,14,0,6,104,1,5,0,0,23.2,0.0,19.6,26.8,3.0,2.5,10.3,8.7,1015.0,1013.0,65.0,84.0,55.0
FUERTEVENTURA,2021-08-10,39,140.31336651855813,345.77222463501823,467,47,10.06423982869379,7.738944365192582,21,1,3,82,3,2,0,0,24.4,0.0,20.5,28.4,34.0,6.9,16.4,10.0,1015.1,1013.2,59.0,76.0,42.0
TENERIFE,2021-08-10,218,217.3154541656077,524.0123884885269,3308,293,8.857315598548972,11.557018532714071,196,19,203,1444,62,50,0,11,25.4,0.0,21.7,29.2,27.0,3.6,11.1,11.8,1015.3,1012.6,50.0,68.0,42.0
LA GOMERA,2021-08-11,1,18.451886705415628,106.09834855613988,41,1,2.439024390243902,2.903225806451613,2,0,1,17,0,0,0,0,22.6,0.0,20.1,25.2,6.0,1.9,7.2,5.9,994.3,992.2,80.0,86.0,70.0
GRAN CANARIA,2021-08-11,208,197.18978260031025,457.1483341729776,2312,257,11.1159169550173,10.777618680471418,219,16,101,1603,39,72,0,15,24.0,0.0,21.7,26.2,3.0,9.7,15.3,9.7,1013.7,1012.1,64.0,77.0,54.0
FUERTEVENTURA,2021-08-11,24,143.65416095947617,339.92583436341164,574,35,6.097560975609756,7.799930045470444,17,0,2,82,3,1,0,0,23.2,0.0,20.3,26.1,3.0,5.8,12.8,10.8,1015.4,1013.3,66.0,76.0,56.0
EL HIERRO,2021-08-11,0,44.85511796896026,125.59433031308872,24,0,0.0,2.93040293040293,1,0,0,8,0,0,0,0,23.9,0.0,21.3,26.5,99.0,4.4,9.2,10.5,1016.1,1014.4,77.0,86.0,67.0
LANZAROTE,2021-08-11,23,73.1650963982235,144.40479552280954,385,27,7.012987012987013,5.560098119378577,34,0,3,143,1,0,0,0,23.3,0.0,18.2,28.4,34.0,5.3,11.7,11.3,1016.7,1014.7,61.0,83.0,42.0
