fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin,isla
2021-01-26,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"19,8","0,0","15,9",00:00,"23,6",14:18,99,"8,3","14,4",Varias,"8,1","1022,6",Varias,"1019,1",16,72,87,Varias,56,14:07,Lanzarote
2021-01-27,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"17,4","0,0","12,5",06:45,"22,3",16:24,03,"2,8","9,2",00:05,"9,9","1021,2",Varias,"1018,3",16,81,97,Varias,52,23:56,Lanzarote
2021-01-28,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"19,6","0,0","13,3",00:14,"25,9",11:15,99,"2,5","6,1",Varias,"9,9","1020,9",Varias,"1018,3",06,59,88,22:40,25,10:32,Lanzarote
2021-01-29,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"17,2","0,0","11,1",05:27,"23,3",11:38,99,"2,8","6,1",Varias,"9,8","1022,9",Varias,"1020,1",03,79,96,Varias,58,10:18,Lanzarote
2021-01-30,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"17,8","0,0","13,0",07:56,"22,6",14:41,05,"6,4","13,3",21:28,"9,4","1024,1",Varias,"1021,5",05,76,96,00:00,57,14:43,Lanzarote
2021-01-31,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"19,4","0,0","15,9",07:32,"22,9",13:38,35,"9,7","20,0",17:02,"9,9","1023,1",00,"1017,8",17,70,90,Varias,53,14:35,Lanzarote
2021-02-01,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"21,0","0,0","16,1",03:09,"25,9",13:37,02,"8,3","15,3",10:03,"9,9","1019,5",Varias,"1016,8",15,69,92,Varias,40,13:32,Lanzarote
2021-02-02,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"17,5","0,0","13,4",05:55,"21,6",12:35,99,"4,4","9,7",Varias,"7,8","1019,2",Varias,"1015,7",16,81,94,Varias,67,12:07,Lanzarote
2021-02-03,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"16,8","0,0","13,1",03:23,"20,4",14:44,34,"3,1","6,7",22:04,"9,0","1018,1",00,"1013,4",24,75,93,Varias,66,15:01,Lanzarote
2021-02-04,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"15,0","3,1","12,2",05:11,"17,8",12:05,31,"4,4","16,9",11:37,"0,9","1013,4",00,"1006,3",24,77,93,09:56,58,12:18,Lanzarote
2021-02-05,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"15,2","13,2","11,8",23:54,"18,7",12:47,34,"6,4","13,9",14:06,"6,9","1012,5",Varias,"1005,0",04,82,97,18:05,54,12:37,Lanzarote
2021-02-06,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"14,6","1,2","10,5",03:47,"18,6",15:29,35,"7,8","15,3",12:55,"7,5","1018,4",Varias,"1012,0",05,77,98,13:06,54,16:01,Lanzarote
2021-02-07,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"16,4","0,0","12,4",08:20,"20,4",12:42,99,"4,4","10,3",Varias,"5,8","1020,8",Varias,"1017,6",03,70,90,06:19,54,12:13,Lanzarote
2021-02-08,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"18,0","0,0","14,5",00:03,"21,4",15:23,32,"3,9","9,2",15:23,"4,4","1020,6",Varias,"1017,1",15,70,85,Varias,54,15:24,Lanzarote
2021-02-09,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"18,8","0,0","13,6",03:50,"23,9",14:30,32,"3,3","9,2",Varias,"8,2","1019,8",Varias,"1017,0",04,69,92,22:52,51,14:33,Lanzarote
2021-02-10,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"17,5","0,0","13,9",07:14,"21,1",12:56,31,"3,1","7,2",04:10,"5,3","1020,2",Varias,"1017,5",17,78,94,07:30,69,14:29,Lanzarote
2021-02-11,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"17,6","0,0","13,9",05:37,"21,2",13:12,35,"3,6","10,3",16:33,"3,7","1020,9",Varias,"1018,3",05,75,95,03:34,57,17:07,Lanzarote
2021-02-12,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"19,2","0,0","15,4",07:54,"22,9",13:42,02,"5,6","12,8",14:26,"6,7","1021,6",Varias,"1019,1",16,69,88,00:00,54,12:19,Lanzarote
2021-02-13,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"19,1","0,0","14,7",23:57,"23,5",14:17,99,"6,7","12,5",Varias,"9,8","1021,1",Varias,"1018,7",16,71,89,Varias,56,14:00,Lanzarote
2021-02-14,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"17,2","0,0","13,0",06:43,"21,5",17:27,99,"3,3","9,2",Varias,"8,4","1020,7",11,"1017,7",16,75,93,02:30,62,12:20,Lanzarote
2021-02-15,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"19,1","0,0","13,4",06:26,"24,8",15:23,08,"3,3","8,3",16:54,"8,5","1022,5",Varias,"1019,0",05,52,96,01:22,22,15:35,Lanzarote
2021-02-16,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"18,2","0,0","14,0",07:17,"22,4",13:44,03,"3,9","10,3",23:47,"10,3","1024,2",Varias,"1018,9",19,52,95,05:35,25,17:44,Lanzarote
2021-02-17,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"18,0","0,0","14,9",06:12,"21,0",15:09,01,"5,0","12,5",01:06,"10,2","1020,4",Varias,"1016,4",18,44,89,06:13,24,17:31,Lanzarote
2021-02-18,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"18,2","0,0","13,0",06:07,"23,4",15:43,07,"4,2","9,7",13:03,"9,7","1018,1",Varias,"1015,6",16,63,93,08:01,20,15:46,Lanzarote
2021-02-19,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"16,2","0,0","10,7",07:43,"21,6",12:22,12,"2,5","6,1",11:09,"10,2","1017,9",Varias,"1015,2",16,63,84,20:03,30,00:22,Lanzarote
2021-02-20,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"16,9","0,5","12,0",01:50,"21,8",15:35,99,"6,7","18,1",Varias,"6,5","1016,1",00,"1008,8",18,76,95,Varias,50,00:28,Lanzarote
2021-02-21,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"17,5","0,0","13,2",23:53,"21,8",13:47,32,"4,4","13,3",13:32,"9,1","1019,5",Varias,"1011,3",01,56,91,00:01,40,14:30,Lanzarote
2021-02-22,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"16,4","0,0","11,7",07:05,"21,2",14:14,34,"1,9","6,1",23:43,"10,2","1022,0",Varias,"1018,2",04,71,90,Varias,54,15:29,Lanzarote
2021-02-23,C029O,LANZAROTE AEROPUERTO,LAS PALMAS,14,"18,3","0,0","14,0",06:25,"22,6",13:16,08,"5,0","10,8",15:02,"8,7","1023,1",Varias,"1020,2",16,75,96,Varias,60,13:15,Lanzarote
