fecha,indicativo,nombre,provincia,altitud,tmed,prec,tmin,horatmin,tmax,horatmax,dir,velmedia,racha,horaracha,sol,presMax,horaPresMax,presMin,horaPresMin,hrMedia,hrMax,horaHrMax,hrMin,horaHrMin
2021-04-22,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"20,6","0,0","17,5",06:40,"23,8",16:50,35,"3,3","7,8",21:30,"12,2","1013,1",00,"1011,0",17,63,74,23:10,56,15:30
2021-04-23,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"21,3",Ip,"18,6",04:00,"24,0",11:00,31,"2,2","10,3",23:59,"5,8","1011,8",11,"1009,5",04,72,81,17:40,60,10:30
2021-04-24,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"21,6","2,4","18,5",23:30,"24,7",15:50,30,"3,6","11,9",11:00,"5,8","1010,4",00,"1007,3",19,61,77,23:40,37,10:10
2021-04-25,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"20,8",Ip,"17,6",05:00,"24,1",17:10,30,"3,6","11,7",01:30,"8,4","1009,0",23,"1006,1",06,60,80,02:10,48,Varias
2021-04-26,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"20,8","0,0","18,6",05:30,"22,9",12:30,32,"2,5","10,8",21:00,"7,2","1010,0",11,"1007,5",04,62,75,09:00,53,18:20
2021-04-27,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"21,7","0,0","18,9",Varias,"24,5",12:20,31,"2,8","9,4",00:10,"5,7","1009,5",10,"1007,4",19,60,71,22:50,45,12:20
2021-04-28,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"20,4","0,0","17,8",07:00,"23,1",12:30,10,"2,8","6,1",13:20,"8,7","1010,6",23,"1007,5",Varias,66,76,23:50,56,08:40
2021-04-29,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"20,4","8,0","17,5",23:30,"23,4",11:40,18,"2,2","6,7",16:50,"4,9","1010,4",00,"1008,1",06,70,90,21:00,63,Varias
2021-04-30,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"20,4",Ip,"17,6",00:20,"23,2",14:10,32,"4,2","13,3",12:50,"6,8","1013,8",23,"1008,4",Varias,58,85,00:20,45,16:50
2021-05-01,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"21,0",Ip,"18,0",Varias,"23,9",15:10,01,"2,5","9,4",16:00,"7,0","1014,7",23,"1012,3",Varias,57,72,08:20,44,14:10
2021-05-02,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"20,3","0,2","17,7",08:10,"22,9",16:30,34,"2,8","9,7",18:10,"6,7","1014,5",00,"1011,6",17,54,76,08:20,44,16:30
2021-05-03,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"20,6","0,0","17,7",05:50,"23,6",14:40,06,"2,8","9,4",12:20,"8,4","1014,9",23,"1012,2",04,52,61,03:30,41,14:10
2021-05-04,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"20,4","0,0","18,4",03:30,"22,5",14:30,34,"4,2","14,2",17:30,"7,4","1016,4",23,"1013,2",04,50,62,Varias,43,Varias
2021-05-05,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"20,8","0,0","18,5",04:30,"23,1",13:00,99,"3,1","9,7",Varias,"6,2","1016,4",23,"1014,4",04,54,62,20:50,44,09:30
2021-05-06,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"20,8","0,0","16,8",06:10,"24,8",13:20,12,"2,8","10,3",12:10,"12,2","1016,1",23,"1013,5",17,54,69,23:20,43,13:20
2021-05-07,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"21,5","0,0","17,5",06:20,"25,5",16:10,06,"3,6","10,3",11:20,"12,2","1016,0",00,"1012,8",18,61,73,Varias,44,16:40
2021-05-08,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"21,9","0,0","18,9",04:20,"24,9",13:40,36,"3,9","12,2",13:40,"11,5","1014,8",22,"1012,7",18,50,65,Varias,36,12:50
2021-05-09,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"21,6",Ip,"18,6",06:30,"24,5",09:30,31,"2,8","10,8",19:50,"12,5","1014,6",00,"1012,1",18,63,74,21:10,47,09:30
2021-05-10,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"22,5","0,0","20,1",Varias,"24,9",15:50,07,"3,3","12,2",14:40,"9,4","1018,2",24,"1012,8",04,65,78,06:50,47,15:50
2021-05-11,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"21,6","0,0","18,8",23:59,"24,3",14:30,34,"3,3","11,4",16:30,"10,6","1020,1",23,"1017,3",04,54,64,06:30,44,12:50
2021-05-12,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"21,2","0,0","17,6",06:00,"24,8",14:30,04,"3,9","11,7",08:50,"11,6","1019,7",00,"1017,2",18,50,65,06:00,40,18:00
2021-05-13,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"22,0",Ip,"19,1",23:59,"24,9",14:10,36,"3,9","12,5",15:50,"7,3","1018,5",Varias,"1015,7",17,60,74,05:00,51,17:00
2021-05-14,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"22,0","0,0","19,1",00:00,"24,9",14:00,33,"3,6","15,3",22:50,"10,3","1016,7",00,"1013,0",19,59,70,22:40,50,13:50
2021-05-15,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"22,6","0,0","19,7",04:40,"25,6",14:10,28,"6,1","16,9",09:20,"12,1","1014,1",00,"1010,8",18,59,69,Varias,47,12:30
2021-05-16,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"24,6","0,0","20,8",00:00,"28,3",16:00,32,"3,1","10,6",02:50,"12,2","1015,0",23,"1011,4",Varias,45,64,23:00,32,14:40
2021-05-17,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"23,2","0,0","20,3",Varias,"26,2",13:30,08,"2,5","9,2",12:40,"8,8","1015,8",12,"1013,2",04,56,74,03:00,41,13:20
2021-05-18,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"23,3","0,0","19,2",04:30,"27,4",15:30,35,"3,3","10,8",15:30,"7,6","1016,7",24,"1013,9",17,51,68,01:30,39,15:20
2021-05-19,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"22,6","0,0","20,0",04:20,"25,3",12:20,32,"5,8","14,7",20:20,"12,2","1016,3",00,"1012,6",Varias,58,69,20:40,46,10:30
2021-05-20,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"25,6","0,0","20,3",05:40,"30,9",16:20,27,"2,5","8,9",02:50,"12,6","1014,0",00,"1010,6",17,40,60,02:10,26,Varias
2021-05-21,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"27,4","0,0","24,2",06:10,"30,6",14:40,04,"3,9","10,0",13:00,"12,4","1012,8",00,"1010,2",05,35,47,21:30,23,01:20
2021-05-22,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"24,2","0,0","21,0",Varias,"27,3",16:40,28,"3,9","10,8",09:20,"12,1","1015,8",23,"1009,2",05,50,64,Varias,36,16:40
2021-05-23,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"21,5","0,0","19,2",Varias,"23,8",13:50,01,"4,7","13,3",14:30,"8,6","1018,9",23,"1014,4",03,53,69,02:40,46,Varias
2021-05-24,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"21,0",Ip,"18,9",05:00,"23,1",16:40,35,"4,2","12,2",13:40,"5,4","1018,8",23,"1016,7",Varias,56,65,00:00,50,13:20
2021-05-25,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"21,4",Ip,"19,2",23:59,"23,7",14:10,36,"4,7","13,6",21:20,"5,3","1019,0",11,"1015,9",18,58,68,02:50,51,14:00
2021-05-26,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"21,3",Ip,"18,8",Varias,"23,8",12:40,32,"4,7","13,3",15:40,"8,7","1018,6",00,"1013,1",17,57,63,Varias,47,12:10
2021-05-27,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"21,8",Ip,"19,1",04:30,"24,6",14:20,33,"4,4","11,9",15:50,"11,6","1014,2",00,"1010,7",18,54,65,02:00,45,13:40
2021-05-28,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"22,6","0,0","19,1",03:50,"26,0",14:10,34,"3,9","11,7",16:40,"11,3","1014,0",24,"1010,9",15,51,65,23:59,41,14:10
2021-05-29,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"22,0","0,0","17,5",05:50,"26,6",16:00,32,"2,2","12,2",23:00,"12,9","1014,0",00,"1011,7",18,50,68,Varias,37,13:40
2021-05-30,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"22,6","0,0","19,9",23:50,"25,3",16:00,35,"4,7","13,9",17:10,"10,3","1014,1",12,"1011,2",05,60,71,04:40,51,08:50
2021-05-31,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"22,2","0,0","18,7",04:40,"25,6",16:30,10,"3,1","10,0",Varias,"10,4","1013,4",08,"1011,0",17,56,73,02:00,48,Varias
2021-06-01,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"22,0","0,0","17,6",05:30,"26,4",16:00,10,"3,6","12,5",15:00,"11,5","1012,4",00,"1009,5",16,59,74,23:10,44,15:50
2021-06-02,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"21,8","0,0","18,6",06:20,"24,9",17:20,07,"2,8","9,7",16:10,"10,0","1014,4",24,"1010,8",04,60,70,12:50,47,17:10
2021-06-03,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"21,8","0,0","19,7",05:40,"24,0",13:00,08,"3,3","10,0",15:30,"7,2","1019,5",23,"1013,4",04,61,77,19:40,55,13:00
2021-06-04,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"21,2","0,0","18,8",06:10,"23,7",15:20,35,"3,9","11,9",12:30,"6,9","1021,3",23,"1017,9",03,53,63,00:10,46,15:40
2021-06-05,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"21,4","0,0","18,7",06:00,"24,2",14:00,03,"3,3","10,8",15:10,"11,8","1020,9",00,"1017,6",18,52,62,21:10,44,09:50
2021-06-06,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"22,4","0,0","18,6",06:00,"26,1",16:40,03,"2,8","9,7",12:20,"12,7","1018,8",00,"1013,6",18,49,68,03:20,40,17:40
2021-06-07,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"22,6",Ip,"19,0",06:30,"26,2",12:00,31,"3,1","12,5",19:40,"7,5","1015,0",22,"1011,3",19,65,77,Varias,46,11:50
2021-06-08,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"23,6",Ip,"20,4",05:40,"26,8",12:50,19,"2,2","8,1",13:40,"9,0","1014,8",11,"1012,2",18,66,82,05:40,41,23:59
2021-06-09,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"25,2",Ip,"23,7",08:20,"26,6",01:20,07,"2,2","11,4",06:40,"1,1","1016,1",11,"1010,6",Varias,41,66,18:40,28,07:00
2021-06-10,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"26,3","0,0","21,9",04:50,"30,7",09:00,12,"1,4","8,1",10:50,"6,7","1012,5",00,"1010,1",06,51,69,Varias,30,Varias
2021-06-11,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"25,8","0,0","22,5",03:50,"29,0",11:20,06,"3,6","11,1",14:10,"12,3","1014,1",24,"1010,8",04,43,67,03:50,30,00:00
2021-06-12,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"24,2","0,0","20,8",23:50,"27,6",17:50,08,"3,1","11,7",14:30,"13,0","1016,0",23,"1013,0",04,43,66,11:10,36,02:30
2021-06-13,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"23,0","0,0","19,3",04:30,"26,8",12:40,08,"3,3","10,3",16:20,"12,5","1017,9",23,"1015,1",03,55,69,06:40,45,12:20
2021-06-14,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"24,0","0,0","19,7",04:50,"28,3",15:20,28,"2,5","10,0",16:10,"12,5","1017,5",00,"1014,4",24,51,72,Varias,36,16:30
2021-06-15,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"24,0",Ip,"20,7",06:00,"27,4",15:10,99,"4,2","12,8",Varias,"12,6","1016,3",00,"1013,3",18,55,69,23:59,41,15:00
2021-06-16,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"24,3","0,0","21,3",00:00,"27,3",15:40,34,"3,6","10,8",13:20,"8,9","1015,8",23,"1013,1",17,58,72,03:40,46,15:10
2021-06-17,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"24,2",Ip,"21,5",05:00,"26,8",13:10,34,"3,9","11,9",18:20,"7,8","1016,3",23,"1014,0",05,58,74,22:30,50,Varias
2021-06-18,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"22,7",Ip,"20,2",23:10,"25,2",15:00,35,"3,9","11,9",16:50,"9,4","1017,5",23,"1014,5",Varias,58,78,07:30,47,17:30
2021-06-19,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"21,6",Ip,"19,7",02:50,"23,5",12:40,34,"4,4","11,7",16:00,"4,1","1018,3",23,"1015,9",04,52,61,03:10,47,17:40
2021-06-20,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"22,4",Ip,"19,6",01:50,"25,2",14:30,34,"4,2","13,6",17:20,"10,5","1017,7",00,"1014,0",18,56,71,22:50,46,11:10
2021-06-21,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"23,4","0,0","20,6",23:10,"26,2",13:50,09,"2,5","11,4",14:30,"6,2","1016,5",23,"1013,5",04,63,76,14:50,58,13:40
2021-06-22,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"23,0",Ip,"20,6",03:10,"25,4",13:20,06,"2,8","10,6",16:30,"8,3","1017,3",22,"1014,8",03,54,67,01:10,45,12:00
2021-06-23,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"22,8",Ip,"20,4",05:00,"25,2",13:20,36,"3,9","11,1",13:50,"6,9","1017,0",00,"1014,2",18,53,70,04:50,45,12:50
2021-06-24,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"22,8","0,0","20,1",06:00,"25,6",14:40,35,"3,3","10,6",14:00,"9,5","1015,6",23,"1013,7",17,53,69,02:50,42,14:00
2021-06-25,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"22,6","0,0","18,6",06:00,"26,7",16:00,09,"2,8","11,7",14:10,"12,8","1015,6",Varias,"1012,4",18,55,66,06:40,44,15:50
2021-06-26,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"23,0","0,0","18,4",05:50,"27,6",16:50,08,"2,8","10,0",12:00,"13,0","1015,5",Varias,"1011,4",18,57,72,05:30,43,16:50
2021-06-27,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"23,6","0,0","19,0",05:50,"28,3",15:50,08,"2,8","11,9",12:20,"12,8","1016,1",23,"1013,2",17,58,74,06:00,41,15:40
2021-06-28,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"22,8","0,0","19,0",05:10,"26,7",14:40,36,"3,1","10,8",21:30,"12,6","1017,8",23,"1015,2",04,56,68,Varias,44,11:50
2021-06-29,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"23,8","0,0","20,6",Varias,"26,9",16:00,,,,,"11,0","1017,8",01,"1014,7",Varias,61,72,04:00,46,15:30
2021-06-30,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"23,8","0,0","20,9",Varias,"26,6",12:40,,"4,7",,,"11,8","1016,3",00,"1013,7",18,59,69,06:40,51,10:30
2021-07-01,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"22,6","0,0","19,5",05:40,"25,8",13:10,08,"3,9","11,7",12:30,"13,0","1015,2",00,"1013,1",18,56,72,03:30,49,10:20
2021-07-02,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"24,8","0,0","19,4",06:20,"30,2",16:20,28,"2,8","9,2",18:10,"12,6","1015,4",Varias,"1013,1",Varias,53,70,Varias,42,14:40
2021-07-03,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"26,0","0,0","21,3",Varias,"30,6",14:00,30,"3,1","11,7",22:40,"12,6","1016,3",23,"1013,9",03,44,58,00:10,30,14:30
2021-07-04,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"25,2","0,0","21,6",Varias,"28,8",17:30,28,"4,4","10,0",03:50,"13,0","1016,1",00,"1013,5",18,56,67,03:50,39,16:40
2021-07-05,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"25,4","0,0","21,5",05:50,"29,3",16:30,10,"2,5","8,6",15:20,"12,8","1015,1",00,"1012,6",04,49,62,03:20,39,16:00
2021-07-06,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"25,2","0,0","21,4",06:30,"29,1",16:50,10,"2,5","8,6",14:30,"12,6","1015,1",10,"1012,6",17,58,74,06:30,46,15:50
2021-07-07,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"25,3",Ip,"21,5",06:10,"29,1",15:10,31,"3,3","11,7",23:10,"12,4","1017,3",23,"1013,8",05,60,73,06:00,44,14:30
2021-07-08,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"23,6",Ip,"21,4",23:50,"25,9",14:50,34,"4,4","15,6",16:50,"8,5","1017,5",11,"1014,9",18,61,80,02:40,50,14:50
2021-07-09,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"23,4",Ip,"20,8",Varias,"25,9",Varias,32,"5,3","15,3",17:08,"10,7","1015,9",00,"1010,1",18,55,66,23:59,48,15:00
2021-07-10,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"24,2","0,0","21,0",02:10,"27,4",16:40,32,"5,6","13,1",04:50,"11,4","1011,4",00,"1007,3",16,63,76,Varias,54,Varias
2021-07-11,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"24,2","0,0","20,8",05:30,"27,6",15:20,19,"2,5","8,1",15:30,"9,1","1011,8",11,"1008,1",06,73,81,03:00,58,14:40
2021-07-12,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"27,1","0,0","23,4",Varias,"30,8",10:50,08,"2,8","7,8",18:50,"10,7","1016,2",23,"1010,4",06,67,79,00:10,49,10:50
2021-07-13,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"26,2","0,0","23,8",03:10,"28,5",09:50,05,"3,3","8,9",15:40,"11,5","1016,0",00,"1012,4",18,56,71,02:00,38,09:50
2021-07-14,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"27,4","0,0","23,5",Varias,"31,3",14:10,06,"3,9","10,3",15:20,"12,5","1013,7",00,"1009,8",18,39,57,23:50,25,Varias
2021-07-15,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"25,7","0,0","21,3",06:10,"30,1",12:10,30,"3,1","8,1",00:10,"12,8","1011,0",23,"1008,8",20,57,74,22:20,38,12:00
2021-07-16,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"24,4","0,0","20,5",06:40,"28,2",15:00,18,"2,2","6,7",13:50,"12,3","1011,6",23,"1008,8",04,64,83,23:40,53,Varias
2021-07-17,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"24,8","0,0","20,7",06:00,"28,8",15:00,19,"2,5","8,6",14:30,"12,2","1013,1",23,"1010,2",05,66,88,03:30,48,18:50
2021-07-18,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"27,2","0,0","22,0",04:30,"32,3",16:40,18,"1,7","6,1",17:40,"12,3","1013,1",10,"1010,7",18,46,82,03:50,34,16:30
2021-07-19,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"27,4","0,0","22,9",23:59,"31,8",15:00,20,"3,6","8,9",18:00,"12,3","1012,6",23,"1009,6",17,49,81,23:59,28,08:20
2021-07-20,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"25,0","0,0","21,5",06:20,"28,5",15:10,08,"3,1","8,6",14:20,"12,4","1014,2",23,"1010,6",04,60,84,01:40,48,16:30
2021-07-21,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"24,4","0,0","20,3",04:40,"28,6",14:30,30,"5,3","16,1",17:50,"12,5","1015,1",23,"1012,5",Varias,56,71,05:10,40,14:20
2021-07-22,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"24,8","0,0","21,0",02:20,"28,7",13:40,31,"6,7","17,2",06:30,"12,1","1014,7",00,"1010,7",18,52,69,02:30,39,12:40
2021-07-23,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"25,9","0,0","22,7",04:30,"29,1",13:20,32,"4,7","14,7",06:30,"11,9","1012,3",00,"1009,1",Varias,57,68,20:40,47,Varias
2021-07-24,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"25,7","0,0","22,6",05:40,"28,8",13:40,09,"3,6","9,4",14:20,"11,0","1012,8",22,"1009,1",06,53,68,05:40,42,13:50
2021-07-25,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"25,6","0,0","21,6",06:30,"29,5",16:10,10,"2,8","8,6",15:10,"11,9","1013,6",23,"1011,0",04,54,70,06:30,39,19:00
2021-07-26,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"26,6",Ip,"22,6",06:20,"30,5",12:50,32,"3,1","13,6",17:10,"11,9","1013,3",00,"1011,3",16,59,80,22:40,44,12:40
2021-07-27,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"24,8",Ip,"22,4",04:30,"27,1",17:00,34,"3,6","11,1",10:30,"10,6","1012,9",00,"1009,8",18,58,71,00:30,52,Varias
2021-07-28,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"25,0","0,0","21,9",06:20,"28,2",15:50,02,"2,5","8,3",16:40,"11,5","1011,3",01,"1009,2",Varias,58,72,23:40,49,15:10
2021-07-29,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"25,1","0,0","21,1",05:30,"29,1",14:30,06,"3,3","8,9",11:20,"12,2","1012,3",24,"1009,0",05,60,75,05:20,46,16:20
2021-07-30,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"25,4","0,0","21,0",05:50,"29,8",14:50,28,"2,5","8,9",18:10,"12,2","1014,0",23,"1011,2",04,55,75,05:50,42,17:00
2021-07-31,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"25,8","0,0","22,4",03:50,"29,1",15:30,09,"3,1","9,7",11:20,"12,1","1015,4",23,"1012,5",Varias,50,66,23:50,41,14:20
2021-08-01,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"24,6",Ip,"22,1",Varias,"27,0",13:50,02,"3,9","11,1",17:30,"11,8","1015,7",10,"1013,6",04,57,69,01:10,50,Varias
2021-08-02,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"24,5","0,0","21,7",02:30,"27,3",17:30,34,"4,2","11,4",10:40,"10,4","1015,4",00,"1012,1",18,60,71,04:40,50,17:50
2021-08-03,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"25,2","0,0","22,1",07:10,"28,2",13:40,35,"3,6","11,4",09:50,"11,2","1015,9",24,"1012,6",06,59,80,06:40,43,14:40
2021-08-04,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"24,6","0,0","21,2",06:10,"27,9",16:20,06,"3,3","10,8",11:10,"11,7","1017,1",23,"1014,4",Varias,55,69,06:40,47,Varias
2021-08-05,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"25,5","0,0","22,1",05:00,"28,9",17:10,26,"4,4","13,9",18:20,"10,4","1016,9",00,"1013,2",Varias,65,77,05:00,52,14:20
2021-08-06,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"26,4","0,0","22,6",Varias,"30,1",15:10,99,"3,6","11,9",Varias,"12,3","1014,0",00,"1011,0",17,58,83,23:59,47,15:00
2021-08-07,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"25,8","0,0","22,2",06:00,"29,3",16:10,34,"3,1","11,1",10:00,"11,7","1014,4",23,"1011,5",06,61,83,00:00,44,16:10
2021-08-08,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"25,2",Ip,"22,8",Varias,"27,7",09:50,06,"3,9","10,3",12:50,"9,4","1014,9",23,"1012,4",04,67,77,02:50,46,16:50
2021-08-09,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"24,6","0,0","21,9",06:10,"27,3",14:30,34,"3,9","10,8",15:00,"10,9","1015,5",22,"1013,3",04,53,68,02:50,42,Varias
2021-08-10,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"25,4","0,0","21,7",06:20,"29,2",15:50,27,"3,6","11,1",16:40,"11,8","1015,3",00,"1012,6",17,50,68,23:00,42,12:30
2021-08-11,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"24,8","0,0","22,2",23:59,"27,5",14:10,09,"3,6","9,7",16:10,"7,3","1015,1",23,"1013,3",18,58,80,09:20,49,Varias
2021-08-12,C449C,STA.CRUZ DE TENERIFE,STA. CRUZ DE TENERIFE,36,"24,9","0,0","20,8",04:00,"29,0",17:00,08,"3,6","11,1",13:30,"11,4","1015,0",01,"1012,2",16,60,69,Varias,45,16:50
