fecha_datos,codigo_centro,fecha,unidad_funcional,cv19,nocv19
30/06/2023,380103,15/04/2021,HPT,2,72
30/06/2023,380316,22/04/2022,HPT,6,142
30/06/2023,380012,18/08/2021,CCR,33,16
30/06/2023,350252,21/08/2021,HPT,2,67
30/06/2023,380316,14/04/2020,CCR,2,4
30/06/2023,380064,29/04/2020,CSR,0,0
30/06/2023,380103,24/05/2022,HPT,0,65
30/06/2023,380244,05/02/2023,HPT,0,21
30/06/2023,350252,14/12/2022,CCR,0,3
30/06/2023,380223,27/06/2021,HPT,0,154
30/06/2023,380316,10/01/2022,HPT,18,122
30/06/2023,350367,01/04/2021,CSR,0,0
30/06/2023,350206,08/10/2022,CSR,0,0
30/06/2023,380244,18/12/2020,HPT,0,15
30/06/2023,380326,19/06/2022,HPT,42,547
30/06/2023,350228,29/03/2022,CCR,1,5
30/06/2023,350252,20/02/2023,CCR,0,4
30/06/2023,380276,09/06/2022,CSR,0,0
30/06/2023,380064,07/09/2022,CSR,0,0
30/06/2023,380244,20/11/2021,CCR,0,0
30/06/2023,350367,22/04/2023,CCR,0,6
30/06/2023,350252,21/02/2023,CSR,0,0
30/06/2023,350206,14/04/2023,HPT,0,138
30/06/2023,350173,18/01/2023,CSR,0,10
30/06/2023,380282,01/06/2021,HPT,0,15
30/06/2023,380012,19/05/2022,CCR,1,41
30/06/2023,380146,20/01/2021,HPT,0,57
30/06/2023,350332,22/09/2022,HPT,14,579
30/06/2023,380276,22/05/2020,CCR,0,0
30/06/2023,380295,28/07/2020,CSR,0,1
30/06/2023,380244,11/04/2022,CSR,0,0
30/06/2023,350252,29/11/2021,CCR,4,6
30/06/2023,350290,01/08/2021,CCR,25,12
30/06/2023,350252,30/09/2022,HPT,2,91
30/06/2023,380282,27/05/2021,CSR,0,1
30/06/2023,350206,03/04/2023,HPT,0,122
30/06/2023,350228,30/11/2021,HPT,9,158
30/06/2023,350252,10/04/2022,HPT,4,83
30/06/2023,380064,06/10/2021,CSR,0,0
30/06/2023,380223,21/02/2022,CSR,0,0
30/06/2023,380086,03/02/2022,HPT,8,106
30/06/2023,350228,10/07/2020,CSR,0,0
30/06/2023,380064,09/12/2021,HPT,0,98
30/06/2023,350367,05/11/2020,CCR,1,4
30/06/2023,380295,04/12/2020,CCR,0,2
30/06/2023,380103,05/05/2022,HPT,0,65
30/06/2023,380282,28/02/2023,CCR,0,0
30/06/2023,380276,23/08/2022,CCR,0,0
30/06/2023,380282,29/05/2022,CCR,0,0
30/06/2023,350206,29/01/2022,CCR,0,1
30/06/2023,380282,22/04/2023,HPT,0,23
30/06/2023,350173,03/03/2022,HPT,0,105
30/06/2023,380064,28/07/2022,HPT,1,95
30/06/2023,380316,31/07/2020,CCR,0,8
30/06/2023,380295,10/09/2022,CSR,0,1
30/06/2023,350326,31/10/2020,CCR,0,0
30/06/2023,350206,04/12/2022,CCR,0,1
30/06/2023,380326,31/08/2021,CCR,19,20
30/06/2023,380146,19/01/2021,HPT,0,65
30/06/2023,350252,20/02/2022,CSR,0,0
30/06/2023,350290,13/05/2022,CCR,3,20
30/06/2023,350228,19/05/2022,CSR,0,0
30/06/2023,380326,05/08/2022,CSR,0,5
30/06/2023,350173,20/08/2021,CCR,0,3
30/06/2023,380326,27/09/2021,HPT,7,522
30/06/2023,350367,25/06/2023,HPT,2,101
30/06/2023,380103,04/10/2020,CCR,0,0
30/06/2023,350154,28/04/2021,HPT,0,77
30/06/2023,350290,06/01/2022,CCR,16,28
30/06/2023,380223,04/05/2023,CCR,0,1
30/06/2023,380295,04/04/2021,HPT,0,29
30/06/2023,350154,05/10/2020,CCR,0,0
30/06/2023,350290,16/06/2022,HPT,71,610
30/06/2023,380326,05/04/2021,CCR,20,24
30/06/2023,380012,07/04/2022,CSR,0,0
30/06/2023,380244,07/05/2020,CCR,0,0
30/06/2023,380223,18/09/2020,CSR,0,0
30/06/2023,380064,20/05/2020,CSR,0,0
30/06/2023,380086,11/04/2022,CSR,0,1
30/06/2023,380012,17/05/2021,CCR,12,32
30/06/2023,380086,12/08/2021,HPT,1,102
30/06/2023,380223,21/05/2023,CSR,0,0
30/06/2023,380244,18/09/2020,HPT,0,14
30/06/2023,350120,11/05/2020,HPT,0,98
30/06/2023,380223,27/06/2023,HPT,0,131
30/06/2023,380103,04/06/2022,CSR,0,0
30/06/2023,380244,26/12/2020,CCR,0,0
30/06/2023,350173,14/12/2021,CCR,0,4
30/06/2023,380276,29/04/2020,HPT,1,12
30/06/2023,380012,08/02/2022,CSR,0,0
30/06/2023,380223,27/12/2022,HPT,4,164
30/06/2023,350326,26/12/2022,HPT,0,18
30/06/2023,350304,17/09/2021,CSR,0,0
30/06/2023,350228,11/12/2020,HPT,4,141
30/06/2023,380276,27/02/2023,CCR,0,0
30/06/2023,380244,28/07/2022,CSR,0,0
30/06/2023,350367,14/07/2022,CSR,0,0
30/06/2023,350326,19/06/2022,CSR,0,2
30/06/2023,350367,18/05/2023,HPT,0,112
30/06/2023,380223,20/05/2023,CCR,0,3
30/06/2023,380086,15/12/2021,HPT,2,122
30/06/2023,350228,04/05/2021,CSR,0,0
30/06/2023,380282,30/10/2020,HPT,0,19
30/06/2023,380103,29/01/2022,HPT,1,58
30/06/2023,350120,10/03/2022,CCR,0,0
30/06/2023,380223,05/03/2021,CCR,0,0
30/06/2023,380064,09/09/2020,CCR,0,1
30/06/2023,380146,20/03/2023,HPT,2,147
30/06/2023,380326,21/07/2022,CSR,0,6
30/06/2023,380086,10/04/2023,CCR,0,2
30/06/2023,380316,13/06/2022,CSR,0,0
30/06/2023,350173,11/11/2020,CCR,0,1
30/06/2023,380103,19/04/2020,CSR,0,1
30/06/2023,380295,16/01/2021,CCR,0,1
30/06/2023,380086,17/06/2023,CCR,0,5
30/06/2023,350120,10/04/2022,HPT,0,118
30/06/2023,350228,21/09/2021,HPT,2,135
30/06/2023,350120,23/07/2021,HPT,2,94
30/06/2023,380244,01/12/2021,CCR,0,0
30/06/2023,380244,29/04/2022,CCR,0,0
30/06/2023,350332,30/12/2020,CCR,9,45
30/06/2023,350326,24/10/2022,CSR,0,0
30/06/2023,350332,13/07/2021,HPT,22,607
30/06/2023,350290,19/11/2022,CSR,0,0
30/06/2023,350252,05/09/2022,CCR,0,0
30/06/2023,380223,05/12/2021,CSR,0,0
30/06/2023,380244,08/08/2022,HPT,2,26
30/06/2023,350206,13/06/2022,CCR,0,3
30/06/2023,350173,25/05/2022,CCR,0,5
30/06/2023,350367,03/05/2023,CSR,0,0
30/06/2023,380086,21/03/2021,CSR,1,0
30/06/2023,350367,11/05/2020,CCR,0,2
30/06/2023,380282,02/05/2023,CSR,0,0
30/06/2023,350154,14/12/2020,HPT,0,70
30/06/2023,380316,08/02/2022,HPT,10,115
30/06/2023,350228,21/06/2022,HPT,1,141
30/06/2023,380326,17/04/2021,CSR,0,3
30/06/2023,350154,20/10/2021,CCR,0,0
30/06/2023,350206,06/03/2022,CSR,0,0
30/06/2023,380295,05/04/2023,HPT,0,36
30/06/2023,380103,28/05/2023,CSR,0,0
30/06/2023,350206,13/02/2022,CSR,0,0
30/06/2023,380244,11/09/2022,CSR,0,0
30/06/2023,350228,13/08/2021,CCR,2,0
30/06/2023,350206,03/07/2022,CSR,0,0
30/06/2023,350120,17/08/2020,CSR,0,2
30/06/2023,380103,29/11/2020,CCR,0,0
30/06/2023,380244,30/06/2022,CCR,0,0
30/06/2023,380276,31/07/2021,CCR,0,0
30/06/2023,380012,12/04/2022,HPT,53,646
30/06/2023,380282,11/05/2021,CCR,0,0
30/06/2023,350173,09/03/2023,CCR,0,1
30/06/2023,380276,27/12/2022,CCR,0,0
30/06/2023,380086,31/08/2020,CCR,0,0
30/06/2023,350290,09/08/2022,CSR,0,0
30/06/2023,350326,27/07/2022,HPT,0,13
30/06/2023,350154,18/11/2020,CSR,0,0
30/06/2023,350367,24/06/2022,CCR,1,1
30/06/2023,350332,19/05/2022,CSR,0,0
30/06/2023,350206,09/05/2023,CSR,0,0
30/06/2023,380012,18/11/2020,CCR,12,26
30/06/2023,350206,16/10/2022,CSR,0,0
30/06/2023,350367,16/03/2022,CSR,0,0
30/06/2023,380244,31/10/2021,HPT,0,17
30/06/2023,380086,16/07/2020,CSR,0,3
30/06/2023,350332,06/10/2021,CSR,0,0
30/06/2023,350326,27/08/2022,CCR,0,0
30/06/2023,380295,01/07/2020,HPT,0,44
30/06/2023,350332,10/01/2023,CSR,0,0
30/06/2023,350154,25/12/2022,CSR,0,0
30/06/2023,350228,06/01/2023,CSR,0,0
30/06/2023,380276,22/09/2022,CCR,0,0
30/06/2023,380012,23/11/2022,CCR,1,36
30/06/2023,350206,14/02/2023,CCR,0,4
30/06/2023,380064,14/07/2022,CSR,0,0
30/06/2023,350173,02/02/2022,CSR,0,10
30/06/2023,350252,07/02/2023,CSR,0,0
30/06/2023,380276,22/08/2022,HPT,0,9
30/06/2023,380103,27/06/2022,CCR,0,1
30/06/2023,350326,13/01/2022,CSR,0,0
30/06/2023,380316,26/08/2021,CSR,0,0
30/06/2023,380086,22/06/2023,CCR,0,2
30/06/2023,350290,17/01/2021,HPT,48,496
30/06/2023,380326,24/09/2021,HPT,8,477
30/06/2023,380282,10/12/2021,CSR,0,0
30/06/2023,350206,04/11/2022,HPT,0,138
30/06/2023,350304,17/05/2023,CSR,0,0
30/06/2023,350252,28/01/2022,CSR,0,0
30/06/2023,380295,20/09/2022,CSR,0,2
30/06/2023,350154,06/03/2021,CCR,0,0
30/06/2023,350367,04/08/2021,CCR,0,4
30/06/2023,350332,25/05/2021,CCR,10,44
30/06/2023,350332,01/09/2022,CCR,4,57
30/06/2023,380295,16/06/2022,HPT,0,54
30/06/2023,380223,10/07/2020,CSR,0,0
30/06/2023,350367,20/06/2023,CCR,0,7
30/06/2023,350252,06/12/2020,CCR,0,2
30/06/2023,350290,06/06/2020,CSR,0,0
30/06/2023,350252,27/07/2022,HPT,3,110
30/06/2023,380316,15/11/2022,CCR,0,5
30/06/2023,350290,17/06/2022,CCR,3,26
30/06/2023,380316,28/07/2020,CSR,0,0
30/06/2023,350120,06/08/2022,CSR,0,0
30/06/2023,380086,18/09/2020,CCR,0,0
30/06/2023,350367,06/07/2022,HPT,8,104
30/06/2023,350120,14/04/2021,HPT,0,110
30/06/2023,350206,06/11/2020,HPT,0,102
30/06/2023,380326,03/06/2022,CCR,3,37
30/06/2023,380244,21/08/2020,CCR,0,0
30/06/2023,380282,11/06/2023,HPT,0,17
30/06/2023,380223,06/12/2020,HPT,5,139
30/06/2023,350326,16/03/2023,HPT,0,15
30/06/2023,380326,25/06/2023,HPT,10,485
30/06/2023,380086,10/04/2022,CSR,0,1
30/06/2023,380223,21/04/2020,HPT,11,145
30/06/2023,380295,20/04/2022,HPT,0,52
30/06/2023,350332,20/02/2021,CSR,0,0
30/06/2023,380086,27/04/2022,CSR,0,1
30/06/2023,350120,05/11/2021,CSR,0,3
30/06/2023,380064,17/02/2021,CCR,1,3
30/06/2023,380012,15/04/2023,CSR,0,0
30/06/2023,380282,01/04/2022,CCR,0,0
30/06/2023,380276,04/05/2021,CSR,0,0
30/06/2023,350206,27/08/2022,CCR,0,0
30/06/2023,350120,23/06/2022,CCR,0,0
30/06/2023,380276,13/11/2020,HPT,0,20
30/06/2023,380295,23/08/2021,CSR,0,2
30/06/2023,350206,04/08/2022,CCR,0,2
30/06/2023,380276,12/11/2021,CCR,0,0
30/06/2023,380326,29/05/2023,HPT,6,494
30/06/2023,380282,12/04/2020,CSR,0,1
30/06/2023,380064,19/01/2022,CSR,0,0
30/06/2023,350228,03/03/2023,CSR,0,0
30/06/2023,350332,01/10/2020,CCR,21,30
30/06/2023,380282,05/03/2021,CCR,0,0
30/06/2023,350304,13/06/2023,HPT,0,17
30/06/2023,380064,21/05/2020,CCR,0,5
30/06/2023,350332,09/04/2023,CCR,3,54
30/06/2023,380326,14/12/2020,CSR,0,5
30/06/2023,350173,14/04/2022,CSR,0,0
30/06/2023,380276,13/11/2020,CCR,0,0
30/06/2023,350120,19/10/2022,CCR,0,0
30/06/2023,350120,03/01/2023,HPT,2,102
30/06/2023,380223,23/03/2020,HPT,1,118
30/06/2023,380103,09/06/2020,CCR,0,0
30/06/2023,380223,20/08/2020,CSR,0,0
30/06/2023,380012,22/03/2023,CSR,0,0
30/06/2023,350290,20/03/2023,HPT,10,669
30/06/2023,350154,09/03/2021,CCR,0,0
30/06/2023,350290,06/05/2022,HPT,63,571
30/06/2023,380316,08/07/2021,CSR,0,0
30/06/2023,380282,22/04/2023,CCR,0,0
30/06/2023,380146,01/03/2023,CSR,0,4
30/06/2023,380103,07/09/2021,CSR,0,2
30/06/2023,380064,05/07/2020,CCR,0,0
30/06/2023,350367,07/01/2022,CCR,0,4
30/06/2023,380276,29/10/2021,HPT,0,13
30/06/2023,380064,21/11/2020,CSR,0,0
30/06/2023,380086,16/10/2020,HPT,0,148
30/06/2023,350304,26/04/2023,CSR,0,0
30/06/2023,380223,25/02/2023,CCR,0,2
30/06/2023,350154,16/07/2020,CCR,0,0
30/06/2023,380103,14/08/2021,HPT,1,59
30/06/2023,350304,09/11/2020,CCR,0,3
30/06/2023,380244,25/03/2021,HPT,0,20
30/06/2023,380316,08/01/2022,CCR,2,6
30/06/2023,380086,19/06/2022,HPT,12,102
30/06/2023,380326,09/12/2021,CCR,7,33
30/06/2023,350252,13/07/2020,HPT,0,72
30/06/2023,350252,11/03/2021,HPT,3,84
30/06/2023,350290,27/09/2021,CSR,0,2
30/06/2023,380146,20/04/2023,CCR,0,6
30/06/2023,350290,16/02/2023,HPT,12,645
30/06/2023,350290,24/02/2021,CSR,0,3
30/06/2023,380012,03/05/2023,CSR,0,0
30/06/2023,380244,27/06/2021,CCR,0,0
30/06/2023,380316,15/07/2021,HPT,2,143
30/06/2023,350367,26/06/2022,CSR,0,0
30/06/2023,380244,24/06/2021,CSR,0,0
30/06/2023,350367,26/04/2022,CCR,0,4
30/06/2023,380012,28/04/2021,CSR,0,0
30/06/2023,380295,26/07/2022,HPT,0,32
30/06/2023,380086,16/06/2023,CCR,0,5
30/06/2023,350304,18/06/2021,CSR,0,0
30/06/2023,350367,28/06/2023,CSR,0,0
30/06/2023,380326,07/03/2023,CSR,0,5
30/06/2023,350120,12/11/2020,HPT,1,117
30/06/2023,350173,05/04/2023,CCR,0,7
30/06/2023,350173,10/09/2020,HPT,4,72
30/06/2023,350228,05/03/2022,CCR,0,1
30/06/2023,380064,24/01/2023,HPT,0,89
30/06/2023,380295,29/06/2021,HPT,0,38
30/06/2023,350367,19/04/2022,CSR,0,2
30/06/2023,380086,29/07/2020,CCR,0,1
30/06/2023,380064,07/10/2021,CCR,0,2
30/06/2023,380064,01/04/2023,CSR,0,0
30/06/2023,380326,13/03/2022,CCR,9,31
30/06/2023,350206,29/03/2020,HPT,0,127
30/06/2023,350173,19/04/2022,CCR,0,5
30/06/2023,380282,24/06/2022,HPT,0,8
30/06/2023,380103,20/08/2020,CSR,0,1
30/06/2023,380146,08/03/2022,CCR,0,6
30/06/2023,350120,03/10/2021,CCR,0,0
30/06/2023,380012,12/12/2020,HPT,65,608
30/06/2023,350326,12/12/2021,CCR,0,0
30/06/2023,350304,13/06/2021,CCR,0,3
30/06/2023,350367,14/10/2022,CSR,0,0
30/06/2023,380146,26/01/2023,CCR,0,6
30/06/2023,350290,01/05/2022,CCR,3,28
30/06/2023,350304,04/03/2022,CSR,0,0
30/06/2023,350332,11/07/2020,HPT,0,573
30/06/2023,350304,18/10/2021,CSR,0,0
30/06/2023,350290,19/09/2021,HPT,65,521
30/06/2023,380223,24/03/2023,CCR,0,2
30/06/2023,380086,31/05/2021,CCR,0,0
30/06/2023,350304,22/10/2021,HPT,0,36
30/06/2023,350252,28/06/2022,CSR,0,0
30/06/2023,350173,29/01/2021,HPT,0,91
30/06/2023,350290,19/05/2022,CCR,3,23
30/06/2023,380064,16/10/2021,CCR,0,1
30/06/2023,380316,16/03/2022,HPT,15,135
30/06/2023,350173,03/09/2022,CSR,0,0
30/06/2023,350367,11/11/2021,CSR,0,0
30/06/2023,380103,09/01/2022,CCR,0,0
30/06/2023,380012,25/09/2021,CCR,14,20
30/06/2023,350154,09/07/2021,CSR,0,0
30/06/2023,380295,12/10/2021,CSR,0,2
30/06/2023,380276,02/12/2020,CCR,0,0
30/06/2023,380282,30/10/2020,CCR,0,0
30/06/2023,380146,02/06/2022,HPT,1,84
30/06/2023,350173,29/03/2020,CSR,0,7
30/06/2023,380326,25/04/2022,CSR,0,5
30/06/2023,380276,08/11/2021,CCR,0,0
30/06/2023,380146,20/07/2022,CSR,0,4
30/06/2023,380316,10/03/2023,HPT,5,142
30/06/2023,350120,06/11/2021,HPT,0,105
30/06/2023,350120,26/09/2021,CCR,0,0
30/06/2023,350173,01/03/2021,CCR,0,5
30/06/2023,380326,25/01/2023,HPT,12,543
30/06/2023,380146,20/06/2022,CSR,0,4
30/06/2023,380316,22/10/2022,HPT,1,134
30/06/2023,380326,14/04/2021,CSR,0,5
30/06/2023,380012,14/12/2020,CSR,0,0
30/06/2023,380064,07/05/2023,CCR,0,1
30/06/2023,350252,07/06/2022,CSR,0,0
30/06/2023,380064,07/03/2022,CCR,0,1
30/06/2023,380244,23/01/2022,CCR,0,0
30/06/2023,380223,29/03/2022,CSR,0,0
30/06/2023,350120,19/04/2020,HPT,0,91
30/06/2023,350367,24/10/2020,CSR,0,0
30/06/2023,380064,12/10/2021,CSR,0,0
30/06/2023,380316,06/05/2022,CCR,0,3
30/06/2023,350154,02/03/2022,HPT,0,72
30/06/2023,350228,13/11/2022,CCR,0,5
30/06/2023,350304,23/10/2020,HPT,0,0
30/06/2023,380295,20/11/2020,HPT,0,29
30/06/2023,380012,23/03/2020,CSR,0,0
30/06/2023,350290,01/04/2020,CCR,16,32
30/06/2023,350228,29/09/2022,CCR,0,0
30/06/2023,380282,06/06/2020,CCR,0,0
30/06/2023,350326,26/06/2022,HPT,0,18
30/06/2023,350326,04/08/2021,HPT,0,10
30/06/2023,380086,07/12/2021,CSR,0,1
30/06/2023,350367,19/01/2021,CSR,0,5
30/06/2023,350120,30/09/2020,CSR,0,2
30/06/2023,350228,16/01/2022,CSR,0,0
30/06/2023,380064,29/01/2023,HPT,1,89
30/06/2023,380146,10/12/2021,CSR,0,4
30/06/2023,380244,10/03/2022,CSR,0,0
30/06/2023,350120,03/01/2022,CSR,0,2
30/06/2023,380012,18/08/2022,CSR,0,0
30/06/2023,380316,27/09/2021,CCR,0,6
30/06/2023,350252,03/06/2021,CCR,0,4
30/06/2023,380064,02/07/2021,CCR,0,3
30/06/2023,350332,15/04/2020,CCR,12,31
30/06/2023,350120,09/07/2022,CSR,0,1
30/06/2023,350304,28/06/2023,CCR,0,5
30/06/2023,350120,16/01/2022,HPT,5,96
30/06/2023,380316,26/01/2021,HPT,0,155
30/06/2023,380146,12/12/2020,CSR,0,0
30/06/2023,350304,24/10/2021,CCR,0,9
30/06/2023,380064,10/07/2021,CCR,0,0
30/06/2023,350173,31/05/2022,CSR,0,10
30/06/2023,380295,30/06/2020,HPT,0,45
30/06/2023,350206,08/10/2020,HPT,1,110
30/06/2023,380103,01/05/2021,CSR,0,2
30/06/2023,380012,25/04/2020,CSR,0,0
30/06/2023,380086,27/06/2023,CCR,0,0
30/06/2023,350154,27/04/2022,CSR,0,0
30/06/2023,350173,16/06/2020,HPT,0,93
30/06/2023,380316,30/04/2020,CSR,0,0
30/06/2023,380316,27/04/2021,CCR,2,2
30/06/2023,380295,14/02/2023,CSR,0,2
30/06/2023,350290,16/02/2021,CCR,18,17
30/06/2023,380064,28/08/2022,CCR,0,2
30/06/2023,350206,24/01/2022,CCR,0,2
30/06/2023,350326,22/06/2023,CCR,0,0
30/06/2023,350206,31/05/2022,CSR,0,0
30/06/2023,350228,02/01/2023,CSR,0,0
30/06/2023,350332,01/01/2021,CCR,9,46
30/06/2023,380086,25/01/2023,CSR,0,1
30/06/2023,380086,21/11/2022,CSR,0,1
30/06/2023,380276,07/09/2022,CSR,0,0
30/06/2023,380086,21/07/2022,CSR,1,0
30/06/2023,380316,14/03/2022,HPT,16,126
30/06/2023,380316,25/01/2022,HPT,18,129
30/06/2023,380146,14/12/2020,HPT,12,57
30/06/2023,380316,29/11/2021,CSR,0,0
30/06/2023,350173,18/07/2022,CCR,0,6
30/06/2023,380012,11/01/2023,HPT,43,631
30/06/2023,350120,18/05/2023,HPT,2,113
30/06/2023,380012,26/03/2023,CCR,1,31
30/06/2023,380282,27/07/2021,HPT,0,15
30/06/2023,380086,15/08/2021,CCR,0,0
30/06/2023,350252,21/10/2020,CSR,0,0
30/06/2023,350120,08/06/2023,CSR,0,3
30/06/2023,350173,04/06/2021,CSR,0,10
30/06/2023,380086,10/05/2022,CSR,0,1
30/06/2023,380282,11/12/2020,CCR,0,0
30/06/2023,350326,02/02/2021,CCR,0,0
30/06/2023,380012,25/03/2022,HPT,88,592
30/06/2023,380282,29/08/2020,CCR,0,0
30/06/2023,380086,14/08/2020,HPT,0,126
30/06/2023,350173,07/02/2021,HPT,0,88
30/06/2023,380326,20/05/2022,CSR,0,5
30/06/2023,350332,11/08/2022,HPT,16,594
30/06/2023,350290,27/12/2022,HPT,24,566
30/06/2023,350173,26/05/2022,HPT,0,93
30/06/2023,350326,08/01/2021,CCR,0,0
30/06/2023,350332,22/08/2022,CCR,1,43
30/06/2023,350290,23/05/2022,CSR,0,0
30/06/2023,380103,16/11/2020,HPT,1,61
30/06/2023,350228,23/06/2023,CCR,0,3
30/06/2023,350304,01/10/2020,CSR,0,0
30/06/2023,380295,22/04/2023,CCR,0,3
30/06/2023,350367,05/09/2021,CSR,0,0
30/06/2023,380103,12/12/2021,HPT,0,54
30/06/2023,350120,14/04/2022,CSR,0,3
30/06/2023,350252,10/08/2021,CSR,0,0
30/06/2023,350290,16/11/2022,HPT,18,631
30/06/2023,350290,28/10/2021,CSR,0,3
30/06/2023,380086,13/12/2020,HPT,1,98
30/06/2023,380276,14/05/2023,CSR,0,0
30/06/2023,350332,31/01/2021,HPT,57,508
30/06/2023,380146,02/08/2022,CCR,0,2
30/06/2023,350173,25/09/2021,HPT,0,83
30/06/2023,380086,28/04/2021,CSR,0,1
30/06/2023,350304,19/11/2022,CSR,0,0
30/06/2023,380146,16/10/2020,CSR,0,3
30/06/2023,350332,17/06/2021,CCR,6,41
30/06/2023,350120,31/01/2021,CCR,0,0
30/06/2023,380326,22/07/2022,CCR,3,31
30/06/2023,350332,24/05/2021,CSR,0,0
30/06/2023,350326,24/04/2021,CCR,0,0
30/06/2023,380086,20/07/2022,CSR,1,0
30/06/2023,380012,12/01/2021,CSR,0,0
30/06/2023,350332,04/02/2022,CSR,0,0
30/06/2023,350252,08/01/2023,HPT,1,100
30/06/2023,350120,15/05/2022,CSR,0,2
30/06/2023,380086,05/05/2023,HPT,0,70
30/06/2023,350228,11/12/2020,CSR,0,0
30/06/2023,380012,14/02/2023,CCR,1,34
30/06/2023,350173,22/02/2021,CCR,0,7
30/06/2023,350206,14/03/2021,CCR,0,3
30/06/2023,380276,23/02/2021,HPT,0,11
30/06/2023,380103,14/01/2023,HPT,2,62
30/06/2023,350228,20/11/2022,CSR,0,0
30/06/2023,380103,13/09/2022,CSR,0,0
30/06/2023,350206,19/01/2021,HPT,1,123
30/06/2023,350120,10/04/2020,CCR,0,0
30/06/2023,380295,22/12/2020,CSR,0,2
30/06/2023,350173,11/12/2021,CSR,0,0
30/06/2023,380064,09/08/2020,CCR,0,4
30/06/2023,350120,26/05/2023,HPT,0,86
30/06/2023,350252,01/05/2021,CCR,1,3
30/06/2023,350326,05/01/2021,HPT,0,8
30/06/2023,350228,27/10/2020,HPT,0,141
30/06/2023,380223,18/04/2022,CCR,0,6
30/06/2023,380223,03/05/2022,HPT,1,162
30/06/2023,380295,09/05/2021,HPT,0,41
30/06/2023,350304,23/08/2020,CCR,0,0
30/06/2023,350290,03/01/2021,CSR,0,0
30/06/2023,350228,14/10/2021,CSR,0,0
30/06/2023,380086,24/06/2022,CSR,0,0
30/06/2023,350367,26/10/2022,HPT,1,103
30/06/2023,350367,24/01/2023,HPT,1,115
30/06/2023,350304,09/01/2021,HPT,0,18
30/06/2023,380146,31/05/2023,CCR,0,4
30/06/2023,380282,22/11/2021,HPT,0,19
30/06/2023,350120,21/01/2021,HPT,2,115
30/06/2023,380295,21/06/2020,HPT,0,42
30/06/2023,350252,16/07/2022,CSR,0,0
30/06/2023,350332,04/07/2020,CSR,0,10
30/06/2023,380146,08/04/2021,CSR,0,1
30/06/2023,380326,29/05/2020,CSR,0,3
30/06/2023,380244,07/10/2020,CSR,0,0
30/06/2023,350290,18/09/2020,CSR,0,1
30/06/2023,380316,04/03/2021,CCR,2,2
30/06/2023,380316,17/10/2022,CSR,0,0
30/06/2023,380146,08/01/2022,CSR,0,4
30/06/2023,380223,29/12/2021,CCR,0,5
30/06/2023,380316,16/05/2021,CSR,0,0
30/06/2023,350228,11/07/2020,CCR,0,3
30/06/2023,350154,27/08/2021,CSR,0,0
30/06/2023,350367,19/08/2021,CCR,0,3
30/06/2023,380316,10/08/2022,CCR,0,5
30/06/2023,350332,18/05/2021,HPT,19,577
30/06/2023,350120,04/01/2023,CSR,0,3
30/06/2023,380295,04/01/2022,HPT,0,27
30/06/2023,380326,12/02/2021,CSR,0,4
30/06/2023,350326,07/02/2023,HPT,0,13
30/06/2023,350252,23/11/2021,CSR,0,0
30/06/2023,350326,26/06/2020,HPT,0,6
30/06/2023,380244,06/01/2021,HPT,1,16
30/06/2023,380146,15/10/2020,CSR,0,2
30/06/2023,380064,17/04/2021,CSR,0,0
30/06/2023,350252,04/12/2020,CSR,0,0
30/06/2023,350326,04/07/2020,CCR,0,0
30/06/2023,380146,11/12/2020,CSR,0,3
30/06/2023,380146,10/10/2021,HPT,0,70
30/06/2023,380326,16/12/2021,HPT,44,505
30/06/2023,350304,20/09/2021,HPT,0,29
30/06/2023,350290,16/02/2023,CSR,0,0
30/06/2023,380244,07/10/2021,CSR,0,0
30/06/2023,380276,09/12/2020,CSR,0,0
30/06/2023,380282,10/11/2021,CCR,0,0
30/06/2023,380326,09/12/2022,CCR,2,37
30/06/2023,380086,04/07/2021,CCR,0,0
30/06/2023,380316,12/05/2023,CSR,0,0
30/06/2023,380326,14/02/2023,CCR,1,35
30/06/2023,380064,11/04/2023,HPT,1,94
30/06/2023,380103,20/07/2022,HPT,3,71
30/06/2023,380012,13/06/2021,CCR,4,30
30/06/2023,350206,19/09/2021,CCR,0,1
30/06/2023,350290,27/03/2021,HPT,44,523
30/06/2023,350120,02/03/2023,HPT,0,108
30/06/2023,350228,22/12/2020,HPT,1,123
30/06/2023,350252,20/09/2022,CSR,0,0
30/06/2023,380064,02/09/2021,CSR,0,0
30/06/2023,350290,10/09/2020,HPT,54,499
30/06/2023,380295,21/11/2021,CSR,0,2
30/06/2023,350252,15/07/2021,HPT,2,92
30/06/2023,380064,21/04/2020,HPT,18,56
30/06/2023,350154,05/02/2023,HPT,0,75
30/06/2023,380146,06/02/2022,HPT,5,107
30/06/2023,380146,25/12/2021,CSR,0,4
30/06/2023,380276,31/03/2023,CCR,0,0
30/06/2023,380282,27/09/2021,HPT,0,24
30/06/2023,350154,09/06/2020,CSR,0,0
30/06/2023,350173,09/08/2022,CCR,0,6
30/06/2023,380295,08/02/2023,CCR,0,0
30/06/2023,380276,14/09/2022,CCR,0,0
30/06/2023,380103,12/04/2023,CCR,0,0
30/06/2023,350304,13/12/2022,CCR,0,13
30/06/2023,350332,21/07/2020,CSR,0,0
30/06/2023,350206,04/10/2021,CSR,0,0
30/06/2023,380064,09/05/2023,HPT,0,100
30/06/2023,380103,05/07/2021,HPT,0,66
